"","Feature","Gain","Cover","Frequency"
"1","GFAP",0.285585858776467,0.0317980713188152,0.0182926829268293
"2","NEFL",0.243670718851215,0.0453160599798654,0.029616724738676
"3","CCL11",0.0924951614819069,0.0329703809675197,0.0235191637630662
"4","FABP3",0.0616234425893802,0.0164918137021141,0.0165505226480836
"5","CHIT1",0.0206020275895753,0.0167037566894505,0.0104529616724739
"6","HAVCR1",0.0199318847024765,0.0223997244741165,0.0174216027874564
"7","TREM2",0.0151599895116314,0.011193239018704,0.00871080139372822
"8","AGRP",0.0122936894226314,0.0132596831452339,0.0139372822299652
"9","CCL3",0.0113821018534265,0.00192735654109045,0.00174216027874564
"10","MMP12",0.00794412346664892,0.00314602871827478,0.00609756097560976
"11","CEACAM5",0.00687400905264255,0.0122860700471573,0.00871080139372822
"12","FGF23",0.00685751228517657,0.0216777936735018,0.014808362369338
"13","TNFSF15",0.0061810339519661,0.0160149419806072,0.00958188153310104
"14","CRH",0.00541251135325448,0.00876914110104382,0.0121951219512195
"15","NEFH",0.00530635474185344,0.0055237641074551,0.00522648083623693
"16","CNTN2",0.00505958334597735,0.0111733693636412,0.00871080139372822
"17","IL7R",0.00502250853417502,0.0160149419806072,0.0104529616724739
"18","S100A9",0.00483535255630905,0.00793461558840672,0.00871080139372822
"19","KDR",0.00481060016758783,0.0105110475282149,0.0078397212543554
"20","HBA1",0.00475267626780683,0.0139749907274943,0.0104529616724739
"21","TNFSF12",0.00456697568462475,0.00315265193662905,0.00522648083623693
"22","FASLG",0.004540732175122,0.0096963916706406,0.00609756097560976
"23","GDNF",0.00440739017067963,0.0052389657182218,0.0078397212543554
"24","CXCL14",0.00437755351838466,0.000953743443013829,0.00261324041811847
"25","CHI3L1",0.00435336391088839,0.00747761352196259,0.00958188153310104
"26","SDC1",0.00426286311829394,0.00817305144916018,0.0113240418118467
"27","OSMR",0.00416885062089709,0.00933873787951041,0.00958188153310104
"28","pTau-181",0.00401566158597123,0.00689477030678747,0.00609756097560976
"29","CCL13",0.00389332872582887,0.00342420388915382,0.00348432055749129
"30","IL12p70",0.00362846422855377,0.0142862819901447,0.0113240418118467
"31","FGF21",0.00362721101762236,0.017975414613469,0.0130662020905923
"32","TNFRSF14",0.00362080644666259,0.00184125470248503,0.00261324041811847
"33","IKBKG",0.00339403229508824,0.00659672548084565,0.00696864111498258
"34","CXCL9",0.00321638017783605,0.00252344619297409,0.00348432055749129
"35","NPTXR",0.00318316826950166,0.0111203836168071,0.014808362369338
"36","CLEC4A",0.00297060403934066,0.00164918137021141,0.00174216027874564
"37","MMP3",0.00289468947646161,0.00477534043342341,0.0078397212543554
"38","TNFRSF13C",0.0028077247961461,0.00630530387325809,0.00522648083623693
"39","IGFBP7",0.00269258826816244,0.00214592274678112,0.00261324041811847
"40","TREM1",0.00266636298185394,0.00214592274678112,0.00174216027874564
"41","BST2",0.0024932976233109,0.00355004503788481,0.00522648083623693
"42","CCL22",0.00246268093864954,0.0056297356011233,0.00522648083623693
"43","IL4",0.002454803629984,0.0218235044772956,0.0121951219512195
"44","IL4R",0.00239807278242422,0.00492105123721719,0.00696864111498258
"45","IL10",0.00229171955716299,0.00271551952524771,0.00435540069686411
"46","MERTK",0.00224666803655468,0.00118555608541302,0.00261324041811847
"47","SELE",0.00217134689363487,0.00500052985746834,0.00609756097560976
"48","IL9",0.00200130680538115,0.0123456790123457,0.00958188153310104
"49","TNFSF10",0.00196262380987197,0.00896121443331744,0.00871080139372822
"50","WNT16",0.00184090014603689,0.00501377629417687,0.00609756097560976
"51","HLA-DRA",0.00183174555067631,0.00458326710114979,0.0078397212543554
"52","NGF",0.00182153047452512,0.00315927515498331,0.00261324041811847
"53","IL6R",0.00181262516079224,0.00288772320245854,0.00522648083623693
"54","LAMP3",0.00178671983032664,0.00345069676257087,0.00522648083623693
"55","FLT4",0.00174342664522754,0.00497403698405129,0.00696864111498258
"56","SFRP1",0.0016860746263187,0.00319901446510889,0.00348432055749129
"57","TEK",0.00164122816156091,0.00502039951253113,0.00609756097560976
"58","KLRK1",0.00151508682359047,0.00168892068033699,0.00261324041811847
"59","VEGFD",0.0014832001668126,0.00790812271498967,0.00871080139372822
"60","CXCL5",0.00148013588832222,0.00464949928469242,0.00522648083623693
"61","GDI1",0.00140878266381825,0.0214592274678112,0.0104529616724739
"62","TNFSF11",0.00140665860597526,0.0187966936893976,0.0121951219512195
"63","WNT7A",0.001405184862005,0.0184986488634557,0.0078397212543554
"64","SMOC1",0.00137227108980968,0.00317252159169184,0.00435540069686411
"65","CXCL16",0.00133396749721609,0.00231812642399195,0.00348432055749129
"66","IL5RA",0.00129350702904169,0.00240422826259736,0.00435540069686411
"67","CXCL10",0.00128980548886013,0.00213267631007259,0.00174216027874564
"68","IL18BP",0.00119671893691804,0.000940497006305304,0.00174216027874564
"69","THBS2",0.00119467673757792,0.00605362157579611,0.00696864111498258
