"","Variable","Importance","StDev"
"1","CCL11",1.02148073953352,0.0791259091160349
"2","VEGFD",0.584715114499855,0.0680436998121482
"3","CNTN2",0.575408656608334,0.0741792436943393
"4","IL5RA",0.56132017865251,0.0605479155326435
"5","TNFSF15",0.544223507476496,0.0579797003273073
"6","TNFSF11",0.529028396323745,0.0423169749595779
"7","NEFH",0.496335544237448,0.0567421953094413
"8","NEFL",0.477938361150569,0.0548926798094215
"9","TREM2",0.441935484042732,0.0458567811005668
"10","GFAP",0.422585371540106,0.0564038751417979
"11","AGRP",0.408008397702622,0.0447785833280537
"12","CHI3L1",0.380368741677982,0.0450622440747529
"13","TNFRSF17",0.369252694710575,0.0519858076740621
"14","ANXA1",0.366692886207905,0.0473313093311553
"15","NPTX2",0.342315369839254,0.0415248027367318
"16","FTH1",0.339891468256554,0.0431402628734446
"17","HLA-DRA",0.323365436240207,0.0417003476333184
"18","FGF21",0.31868242735121,0.0427473538928187
"19","S100A9",0.314190224375346,0.040999735834193
"20","GDI1",0.310091313187052,0.063679291329506
"21","IL7R",0.303106011405855,0.0388147768002642
"22","SDC1",0.278534429154165,0.0478988229845725
"23","CXCL13",0.271623385734143,0.042452869547227
"24","CCL21",0.26783804746432,0.048411481191425
"25","CCL26",0.267837015051386,0.0552812094488964
"26","TNFRSF13B",0.265964572272839,0.0386140541271688
"27","CCL14",0.261326834092152,0.0468648678404714
"28","FABP3",0.26066898810042,0.0380809562019441
"29","CD40",0.259298398765226,0.0419985955006792
"30","CX3CL1",0.254959506806333,0.0452617741780263
"31","NPTX1",0.253578136823294,0.03803041241959
"32","PTX3",0.252939740445002,0.036116609170953
"33","MSLN",0.25021810675425,0.035449087282141
"34","PDLIM5",0.244708964816237,0.036447338451595
"35","CST7",0.236920838835089,0.047027775692121
"36","MMP12",0.236468463170415,0.0332159288297861
"37","WNT16",0.226937076500783,0.0425559127742492
"38","IL4R",0.226252814672241,0.0437281382532842
"39","KLRK1",0.22131858881457,0.0422715210361608
"40","pTau-181",0.220389322245724,0.0276413035108333
"41","HAVCR1",0.216427892003061,0.0365622231665529
"42","CD63",0.215394045349393,0.0372151400172076
"43","GDNF",0.211930610132096,0.0332735669897532
"44","IL2",0.21161694421445,0.0424976390667857
"45","FLT3LG",0.205310663724421,0.0363081208891069
"46","CD27",0.199483752715304,0.0290008670128949
"47","S100B",0.197830147313394,0.0310154008992686
"48","BMP7",0.191897244509405,0.0317766509822309
"49","CSF2RB",0.187298332145999,0.0299733587369849
"50","NPTXR",0.185580903669564,0.0316684579578073
"51","IGFBP7",0.180754660160592,0.0305843270398467
"52","TEK",0.179294571257422,0.031966903242834
"53","IL1B",0.176811510201166,0.0398213760775244
"54","IL36B",0.175383554239409,0.0484987174884016
"55","IL12p70",0.174879389884761,0.0313995500075968
"56","OSMR",0.172974264350175,0.0268060655303547
"57","HBA1",0.172891074629108,0.027352012964453
"58","VEGFA",0.172795294460903,0.0308620222935959
"59","CCL22",0.171940735418924,0.0322017793155293
"60","CCL2",0.170076422802705,0.0266166273366142
"61","TNFSF9",0.169678082398548,0.0324328941166823
"62","FASLG",0.165331817291686,0.030392200954774
"63","BST2",0.16371417213685,0.0342228208457133
"64","CRH",0.162402064236879,0.0266749315346614
"65","KITLG",0.161854957847631,0.0300697306508268
"66","KDR",0.160698763622533,0.0278269619431998
"67","FOLR1",0.160373288945466,0.0248626103014387
"68","VSNL1",0.159899449121402,0.0278012842021701
"69","TNFSF10",0.157832658943327,0.023726182045154
