"","j","error","rmse","cor","auc","gamma","cost"
"1",1,19.7281615230828,21.0546143889243,0.709670711057243,0.767826825127334,1e-05,0.5
"2",2,19.1058638291626,20.0149015666065,0.72270999885346,0.766553480475382,2e-05,0.5
"3",3,18.6019065773956,19.1683970315289,0.73454883941473,0.768251273344652,3e-05,0.5
"4",4,18.2179110593007,18.4845133911565,0.741826966259704,0.764431239388794,4e-05,0.5
"5",5,17.90584702348,17.8641414593416,0.747786878976831,0.764006791171477,5e-05,0.5
"6",6,17.605499790257,17.4024594855447,0.755016874095166,0.765280135823429,6e-05,0.5
"7",7,17.4110916091603,16.8501142091881,0.762902005739489,0.764431239388795,7e-05,0.5
"8",8,17.1936791948622,16.4079113716716,0.765198798896086,0.764431239388795,8e-05,0.5
"9",9,17.0092042779123,16.1148117306299,0.77031161810502,0.766977928692699,9e-05,0.5
"10",10,16.8393002851171,15.8568674725893,0.776407152268566,0.7669779286927,1e-04,0.5
"11",11,16.6498640422484,15.606414563376,0.782848877347911,0.765704584040747,0.00011,0.5
"12",12,16.4766171517505,15.3757294549838,0.789351524133987,0.76528013582343,0.00012,0.5
"13",13,16.2765161166108,15.1989804127029,0.795518587850067,0.766553480475382,0.00013,0.5
"14",14,16.0949469914957,14.9699511896875,0.802186252775376,0.767402376910017,0.00014,0.5
"15",15,15.9544767110877,14.7606507534018,0.807320786851016,0.766129032258065,0.00015,0.5
"16",16,15.833852510136,14.5584085625775,0.81152384821518,0.766977928692699,0.00016,0.5
"17",17,15.7069212485371,14.3240932172693,0.816202411022944,0.765704584040747,0.00017,0.5
"18",18,15.534109606671,14.1653002464444,0.821606790380633,0.765704584040747,0.00018,0.5
"19",19,15.3561686873825,14.016686154342,0.826453617338034,0.7669779286927,0.00019,0.5
"20",20,15.2030767226351,13.8516463974392,0.830866008447446,0.767826825127335,2e-04,0.5
"21",21,15.0551940942,13.6945755275283,0.834892541391824,0.76867572156197,0.00021,0.5
"22",22,14.8990714658071,13.5612090397737,0.838717974219341,0.76867572156197,0.00022,0.5
"23",23,14.7423597438172,13.4293047909842,0.842512725846968,0.76867572156197,0.00023,0.5
"24",24,14.5905145309106,13.3012090873582,0.846206929894145,0.767402376910017,0.00024,0.5
"25",25,14.4576204491294,13.1691394777592,0.849713967246011,0.767826825127334,0.00025,0.5
"26",26,14.3360978839245,13.0389196732731,0.852859481930991,0.769100169779287,0.00026,0.5
"27",27,14.211765177444,12.9137140030266,0.856075787350241,0.767826825127334,0.00027,0.5
"28",28,14.0833522935878,12.7990882049081,0.859340385969315,0.765704584040747,0.00028,0.5
"29",29,13.9583001786492,12.6910185985539,0.862469518627394,0.763582342954159,0.00029,0.5
"30",30,13.833563478152,12.5863845380111,0.865507541495051,0.762733446519524,3e-04,0.5
"31",31,13.7091092716071,12.4847401795858,0.868402543585216,0.761460101867572,0.00031,0.5
"32",32,13.5879546217534,12.3925822778273,0.870985848283197,0.760611205432937,0.00032,0.5
"33",33,13.4650644410255,12.2975531613258,0.873439065182289,0.759762308998302,0.00033,0.5
"34",34,13.3444135344324,12.2040896863544,0.875834880838704,0.758064516129032,0.00034,0.5
"35",35,13.229301301406,12.1131275545375,0.878059850273077,0.757640067911715,0.00035,0.5
"36",36,13.1148003332035,12.0265822968669,0.880133068961072,0.755517826825127,0.00036,0.5
"37",37,13.0016857150512,11.9459903652091,0.88209102774046,0.753820033955858,0.00037,0.5
"38",38,12.9149556013603,11.8701868648008,0.883558676821825,0.752971137521223,0.00038,0.5
"39",39,12.8344263781402,11.7944862022155,0.884958445239578,0.752546689303905,0.00039,0.5
"40",40,12.7600707426763,11.723116958135,0.886210235767901,0.750424448217318,4e-04,0.5
"41",41,12.6908583168964,11.6608896070154,0.887352133544379,0.749575551782683,0.00041,0.5
"42",42,12.6226746035721,11.600486154585,0.888424825768799,0.749575551782683,0.00042,0.5
"43",43,12.5580303174157,11.5408934349445,0.889391682074889,0.74660441426146,0.00043,0.5
"44",44,12.4922085949965,11.4873965188321,0.890399730032145,0.747028862478778,0.00044,0.5
"45",45,12.4338035116685,11.4391255414692,0.891131064570631,0.74660441426146,0.00045,0.5
"46",46,12.3723447961789,11.3951022869373,0.891801319245604,0.745331069609508,0.00046,0.5
"47",47,12.3139903598042,11.3521576362008,0.892401266247151,0.745331069609508,0.00047,0.5
"48",48,12.2523222005155,11.313042033692,0.893023002916991,0.744057724957555,0.00048,0.5
"49",49,12.1916432334382,11.2757846790825,0.8936661393763,0.74490662139219,0.00049,0.5
"50",50,12.1385877381816,11.2409766202674,0.89424192747906,0.745331069609508,5e-04,0.5
"51",51,12.0863079638798,11.2076851855516,0.894822047805714,0.746179966044143,0.00051,0.5
"52",52,12.0349999615666,11.1783593743306,0.895420866514567,0.744057724957555,0.00052,0.5
"53",53,11.9882639108153,11.1520629955276,0.895973389784969,0.738964346349745,0.00053,0.5
"54",54,11.9414216462081,11.1224128298605,0.896532363877821,0.735993208828523,0.00054,0.5
"55",55,11.8941235633303,11.0917987781999,0.897102084611508,0.735568760611205,0.00055,0.5
"56",56,11.8428295299245,11.0550688911711,0.897783696253835,0.735568760611205,0.00056,0.5
"57",57,11.7967958376842,11.0244530970679,0.898371904752738,0.73641765704584,0.00057,0.5
"58",58,11.7520342565659,10.9952877160029,0.898910256822036,0.737266553480475,0.00058,0.5
"59",59,11.7136635574767,10.9674569623244,0.899336171382652,0.73641765704584,0.00059,0.5
"60",60,11.6752828584437,10.9407308377783,0.899765448952667,0.735144312393888,6e-04,0.5
"61",61,11.6455961003643,10.9179711136152,0.900127208478751,0.733446519524618,0.00061,0.5
"62",62,11.6135463695112,10.8961199474267,0.900465232264855,0.731748726655348,0.00062,0.5
"63",63,11.5805846569885,10.8753067082047,0.900829434102284,0.73132427843803,0.00063,0.5
"64",64,11.5508483195708,10.855412057669,0.901128808646318,0.729202037351443,0.00064,0.5
"65",65,11.5241038758241,10.8388614363407,0.901420524756551,0.727504244482173,0.00065,0.5
"66",66,11.4941982115968,10.8206665304683,0.901689743722154,0.728353140916808,0.00066,0.5
"67",67,11.4650531297902,10.8041818293841,0.901932074299619,0.727928692699491,0.00067,0.5
"68",68,11.4352861224148,10.7868891310518,0.902202141697893,0.727504244482173,0.00068,0.5
"69",69,11.4076236163943,10.7691017965528,0.902486320038197,0.727079796264856,0.00069,0.5
"70",70,11.3809395603774,10.7524090694491,0.902749335078603,0.727079796264856,7e-04,0.5
"71",71,11.352590549236,10.73450183685,0.903015055831125,0.726230899830221,0.00071,0.5
"72",72,11.3231928025076,10.7166649166743,0.903314141464645,0.726230899830221,0.00072,0.5
"73",73,11.2958416056415,10.69883982072,0.903546631620848,0.726655348047538,0.00073,0.5
"74",74,11.2696729606643,10.6815716344943,0.903782191567198,0.725806451612903,0.00074,0.5
"75",75,11.2454866951458,10.6642807014426,0.903998301031888,0.726230899830221,0.00075,0.5
"76",76,11.2213283112707,10.6487234994274,0.904199144829902,0.727504244482173,0.00076,0.5
"77",77,11.2000709632765,10.6334719924888,0.904396406200235,0.727079796264856,0.00077,0.5
"78",78,11.1803178322549,10.6188308959029,0.904572391942298,0.725806451612903,0.00078,0.5
"79",79,11.1627854982126,10.606750633175,0.904726847603469,0.726230899830221,0.00079,0.5
"80",80,11.1446919054557,10.5945888433889,0.904890247524293,0.724957555178268,8e-04,0.5
"81",81,11.1260722812721,10.5819671759533,0.905045440522751,0.724533106960951,0.00081,0.5
"82",82,11.107359415905,10.5709246770989,0.905183434380719,0.725806451612903,0.00082,0.5
"83",83,11.0901328009259,10.5607474586163,0.905295975862923,0.726655348047538,0.00083,0.5
"84",84,11.0711932843168,10.5495403524406,0.905454399057774,0.72623089983022,0.00084,0.5
"85",85,11.0524198526039,10.5377549594493,0.905613634011563,0.72623089983022,0.00085,0.5
"86",86,11.0331335317109,10.526171234427,0.905789998563401,0.72623089983022,0.00086,0.5
"87",87,11.0144302030655,10.5152285662628,0.905980915594291,0.725806451612903,0.00087,0.5
"88",88,10.9968392292103,10.5040994018939,0.906131456569658,0.725382003395585,0.00088,0.5
"89",89,10.9794160046573,10.4934319622421,0.906298649210243,0.725382003395585,0.00089,0.5
"90",90,10.9630532125198,10.4821244329733,0.906477699749597,0.725806451612903,9e-04,0.5
"91",91,10.9463817535239,10.4719297055689,0.90661814541351,0.724957555178268,0.00091,0.5
"92",92,10.9298175739461,10.4611711197348,0.906793668475764,0.725382003395586,0.00092,0.5
"93",93,10.9182855550959,10.4516927109835,0.906904956428231,0.725382003395586,0.00093,0.5
"94",94,10.9058438599813,10.4425738312039,0.907027926805504,0.725806451612903,0.00094,0.5
"95",95,10.8939275213973,10.4344457595523,0.90714232191843,0.724957555178268,0.00095,0.5
"96",96,10.881881775899,10.4253730863327,0.907253597491726,0.724957555178268,0.00096,0.5
"97",97,10.8691386348641,10.4176660484794,0.907357806625877,0.724533106960951,0.00097,0.5
"98",98,10.8561490207394,10.4087266573462,0.907456362145838,0.723259762308998,0.00098,0.5
"99",99,10.8425498031735,10.4015177904052,0.907549183919131,0.723684210526316,0.00099,0.5
"100",100,10.8310156785533,10.3932175717973,0.907609553185579,0.723259762308998,0.001,0.5
"101",101,10.8178680769776,10.3851086028526,0.907679957700988,0.722410865874363,0.00101,0.5
"102",102,10.805764744919,10.3773455151526,0.907749448693041,0.721561969439729,0.00102,0.5
"103",103,10.7930548840738,10.3695680927679,0.907811735226413,0.721137521222411,0.00103,0.5
"104",104,10.782193964415,10.3623526899622,0.907883433630949,0.721137521222411,0.00104,0.5
"105",105,10.769816501301,10.3553250141472,0.907945243654045,0.719864176570459,0.00105,0.5
"106",106,10.7580302161142,10.3482426768013,0.907987753024656,0.718590831918506,0.00106,0.5
"107",107,10.7456716737567,10.3425734486757,0.908027000625429,0.719015280135823,0.00107,0.5
"108",108,10.737665257866,10.3356506484223,0.908078873904558,0.720288624787776,0.00108,0.5
"109",109,10.7278017565893,10.3301092653143,0.908136536199568,0.720288624787776,0.00109,0.5
"110",110,10.7180531246563,10.3235796722077,0.908186844435113,0.720288624787776,0.0011,0.5
"111",111,10.7095274120115,10.3175509627301,0.908228110718836,0.719439728353141,0.00111,0.5
"112",112,10.6988691841042,10.312346034997,0.90828226611791,0.718166383701189,0.00112,0.5
"113",113,10.6876672088309,10.3072016560301,0.908318205292899,0.716468590831919,0.00113,0.5
"114",114,10.6767554916663,10.3022877450106,0.908361748852369,0.715619694397284,0.00114,0.5
"115",115,10.6638493889825,10.2978125917747,0.908400940837908,0.716468590831919,0.00115,0.5
"116",116,10.6538550489662,10.2930564421565,0.908422260502549,0.716468590831919,0.00116,0.5
"117",117,10.6447075743823,10.289024221544,0.908437040879283,0.716893039049236,0.00117,0.5
"118",118,10.6362383867276,10.2852896330204,0.908474511119019,0.717741935483871,0.00118,0.5
"119",119,10.6283177330521,10.2826373231192,0.908476311760305,0.716893039049236,0.00119,0.5
"120",120,10.6205950352218,10.280593379135,0.908489709968339,0.715619694397283,0.0012,0.5
"121",121,10.6139911266188,10.2780495691924,0.908476848935333,0.715619694397283,0.00121,0.5
"122",122,10.6059959070304,10.2755091472447,0.908484691688899,0.714770797962648,0.00122,0.5
"123",123,10.5995855481017,10.2731715661863,0.908480870737882,0.713497453310696,0.00123,0.5
"124",124,10.5928629838714,10.2723297807868,0.908466797851388,0.713497453310696,0.00124,0.5
"125",125,10.5857825724296,10.2707046745963,0.908445026086642,0.713073005093378,0.00125,0.5
"126",126,10.5787192107078,10.2705914814582,0.908428854068589,0.712648556876061,0.00126,0.5
"127",127,10.5729749760952,10.270599060909,0.908377330824018,0.712224108658744,0.00127,0.5
"128",128,10.5665145924835,10.270008620639,0.908359283645687,0.712224108658744,0.00128,0.5
"129",129,10.5609606356062,10.2693091822342,0.90833534699146,0.712224108658744,0.00129,0.5
"130",130,10.5556555268991,10.2694551684646,0.908299886506727,0.712224108658744,0.0013,0.5
"131",131,10.5506363187392,10.2688010497681,0.908269920899683,0.711799660441426,0.00131,0.5
"132",132,10.5464769217206,10.2689481354157,0.908230852100726,0.710950764006791,0.00132,0.5
"133",133,10.5412473670619,10.268561965481,0.908204302118981,0.710950764006791,0.00133,0.5
"134",134,10.5369615480328,10.268090833141,0.908161180777184,0.710950764006791,0.00134,0.5
"135",135,10.5330281594408,10.2682671280107,0.90812332596292,0.711375212224108,0.00135,0.5
"136",136,10.5283081921115,10.2690170453695,0.908073186372249,0.710950764006791,0.00136,0.5
"137",137,10.5236917959364,10.2699255490961,0.908036425409189,0.711375212224109,0.00137,0.5
"138",138,10.5191770263684,10.26980158825,0.907998253809077,0.711375212224109,0.00138,0.5
"139",139,10.5158981479204,10.2708489264825,0.907937889866791,0.710101867572156,0.00139,0.5
"140",140,10.5118598759851,10.2710187669356,0.907891345841564,0.710101867572156,0.0014,0.5
"141",141,10.5084179628075,10.2719543876075,0.907845223938852,0.710101867572156,0.00141,0.5
"142",142,10.5051828347701,10.2735847798302,0.90778369539097,0.710101867572156,0.00142,0.5
"143",143,10.5019607911936,10.2747863260455,0.907718025493362,0.708404074702886,0.00143,0.5
"144",144,10.4992098609467,10.2768467680107,0.907625739219125,0.707979626485569,0.00144,0.5
"145",145,10.4971685761668,10.2788987697061,0.907557487062032,0.707979626485569,0.00145,0.5
"146",146,10.4950743892392,10.2811358045611,0.90746683327469,0.707555178268251,0.00146,0.5
"147",147,10.4926198109994,10.283354597266,0.907391468660731,0.708828522920204,0.00147,0.5
"148",148,10.4903548948782,10.2858682008726,0.907292311811901,0.708404074702886,0.00148,0.5
"149",149,10.4874652893266,10.2887537500468,0.907201777704294,0.708404074702886,0.00149,0.5
"150",150,10.4849147048781,10.2913687544848,0.907108780811232,0.707979626485569,0.0015,0.5
"151",151,10.4832216588016,10.293946599651,0.907008168274009,0.707130730050934,0.00151,0.5
"152",152,10.479785711319,10.2966086212824,0.906917239918981,0.706706281833616,0.00152,0.5
"153",153,10.4792607676828,10.3000962790981,0.906815722114297,0.705857385398981,0.00153,0.5
"154",154,10.4768786120287,10.3035794062635,0.906712956838748,0.705857385398981,0.00154,0.5
"155",155,10.4757273409914,10.3074135850663,0.906615263325494,0.705008488964346,0.00155,0.5
"156",156,10.4752755142411,10.310914317703,0.906509498068147,0.705432937181664,0.00156,0.5
"157",157,10.474768103447,10.3154436044095,0.906397824833857,0.703735144312394,0.00157,0.5
"158",158,10.473548205111,10.3192103423658,0.906294930851285,0.704159592529711,0.00158,0.5
"159",159,10.4732839195475,10.3237609489081,0.906174052963364,0.702037351443124,0.00159,0.5
"160",160,10.4731925247792,10.3280191591366,0.906057281927495,0.702037351443124,0.0016,0.5
"161",161,10.4733059616655,10.3328482484418,0.90593193802906,0.701188455008489,0.00161,0.5
"162",162,10.47286479572,10.337081625125,0.905815902921242,0.701188455008489,0.00162,0.5
"163",163,10.472294337466,10.3418751578343,0.905700354087971,0.701612903225806,0.00163,0.5
"164",164,10.4725105021064,10.3462332341279,0.905584110176449,0.701188455008489,0.00164,0.5
"165",165,10.4721498613767,10.3511399805422,0.905466193672282,0.700339558573854,0.00165,0.5
"166",166,10.4738592983058,10.355995954416,0.905336644055006,0.699915110356536,0.00166,0.5
"167",167,10.4745065517674,10.3608779815379,0.905213676719813,0.699066213921901,0.00167,0.5
"168",168,10.4767377107948,10.365470996999,0.905088096626981,0.698217317487267,0.00168,0.5
"169",169,10.4775092201731,10.3711624850324,0.904959198497502,0.697792869269949,0.00169,0.5
"170",170,10.4784572288816,10.3765072167603,0.904837705233851,0.697368421052632,0.0017,0.5
"171",171,10.4786860036934,10.3813911000583,0.904716974289428,0.697368421052632,0.00171,0.5
"172",172,10.4805296018387,10.3875545893133,0.90457737567593,0.697368421052632,0.00172,0.5
"173",173,10.4824929577697,10.3925251032994,0.90445712222748,0.697368421052632,0.00173,0.5
"174",174,10.4836096153599,10.3980318681307,0.904322586395484,0.696943972835314,0.00174,0.5
"175",175,10.4854107290558,10.4043288993691,0.904174102897478,0.697368421052632,0.00175,0.5
"176",176,10.4868834763615,10.4103752290396,0.904034674508351,0.697368421052632,0.00176,0.5
"177",177,10.4885150691584,10.4155476960498,0.903906756826649,0.697368421052632,0.00177,0.5
"178",178,10.4902600169385,10.4223245118461,0.903756925283446,0.696519524617997,0.00178,0.5
"179",179,10.4915175370618,10.4282050220087,0.903622755824148,0.696943972835314,0.00179,0.5
"180",180,10.4931067101961,10.4338605828491,0.903486963047465,0.696943972835314,0.0018,0.5
"181",181,10.4948750147389,10.439819644147,0.903344327212419,0.696943972835314,0.00181,0.5
"182",182,10.4975904815139,10.4464543311872,0.903193840869159,0.696095076400679,0.00182,0.5
"183",183,10.4998385296143,10.4531994976503,0.903050191760896,0.695670628183362,0.00183,0.5
"184",184,10.5018909172521,10.45930255245,0.902904778268881,0.696095076400679,0.00184,0.5
"185",185,10.5036724591163,10.4657343372489,0.90273979768967,0.695246179966044,0.00185,0.5
"186",186,10.5053035105919,10.4721232979323,0.902601155466636,0.695670628183361,0.00186,0.5
"187",187,10.5072322395908,10.4788210568049,0.90244026988515,0.694397283531409,0.00187,0.5
"188",188,10.5083730517084,10.4854035424919,0.902290366871107,0.693972835314091,0.00188,0.5
"189",189,10.5098162809649,10.491562418646,0.902155946356967,0.693972835314092,0.00189,0.5
"190",190,10.5124289405725,10.4973483376427,0.901994724396962,0.693123938879457,0.0019,0.5
"191",191,10.5135304025367,10.5039676513872,0.901848164790311,0.693123938879457,0.00191,0.5
"192",192,10.5150947842516,10.5105042975693,0.90170499318363,0.693548387096774,0.00192,0.5
"193",193,10.5174665650018,10.5168676933103,0.901553332736328,0.693123938879457,0.00193,0.5
"194",194,10.5191088564654,10.5230708558115,0.901409811844142,0.692699490662139,0.00194,0.5
"195",195,10.5214347723238,10.5301227893262,0.901242287341067,0.691426146010187,0.00195,0.5
"196",196,10.5230486520737,10.5363806051158,0.901101691100344,0.691850594227504,0.00196,0.5
"197",197,10.5258714188145,10.5433981489243,0.900933764187473,0.692275042444822,0.00197,0.5
"198",198,10.5278266760302,10.5501396717868,0.90077827398437,0.692275042444822,0.00198,0.5
"199",199,10.529725878927,10.5573667069597,0.900614476573173,0.693123938879457,0.00199,0.5
"200",200,10.5322988794529,10.5644349625545,0.90045629728393,0.693548387096774,0.002,0.5
"201",201,19.1004599617103,19.9981479145169,0.722121529041328,0.7669779286927,1e-05,1
"202",202,18.2203815547231,18.4538764397666,0.740940019441486,0.764006791171477,2e-05,1
"203",203,17.6335361401305,17.3361516797624,0.754146533501597,0.764431239388795,3e-05,1
"204",204,17.2430590289831,16.3731386959346,0.763822541735552,0.763157894736842,4e-05,1
"205",205,16.8990128113362,15.797678111373,0.77597954462013,0.765704584040747,5e-05,1
"206",206,16.5377511868344,15.3060702056844,0.789378680703033,0.76528013582343,6e-05,1
"207",207,16.1584206740257,14.8599027990228,0.802511826457307,0.76528013582343,7e-05,1
"208",208,15.8986201604055,14.4206614706822,0.812268085988358,0.767402376910017,8e-05,1
"209",209,15.5948380297362,14.0530916182227,0.822211026748189,0.767402376910017,9e-05,1
"210",210,15.2664207316311,13.7192677785154,0.831861837710611,0.766553480475382,1e-04,1
"211",211,14.9586521641656,13.4203086198001,0.840210974038861,0.766553480475382,0.00011,1
"212",212,14.6551011850274,13.1307478542782,0.848114746871227,0.766977928692699,0.00012,1
"213",213,14.3739315042043,12.8312163155729,0.855668723305851,0.766129032258065,0.00013,1
"214",214,14.1096104735939,12.5900930482702,0.86232499741995,0.7669779286927,0.00014,1
"215",215,13.8544200273061,12.3471989961517,0.868578094306693,0.76528013582343,0.00015,1
"216",216,13.5736496789408,12.1052554524627,0.874654104134553,0.763157894736842,0.00016,1
"217",217,13.302455907662,11.8822865489865,0.880311038506613,0.758064516129032,0.00017,1
"218",218,13.0577111505739,11.6887418653809,0.885041269085368,0.752971137521222,0.00018,1
"219",219,12.8327239373497,11.5168270051651,0.888925297398755,0.752122241086587,0.00019,1
"220",220,12.6175648703649,11.3526008303861,0.892529104225801,0.746179966044142,2e-04,1
"221",221,12.4273582998739,11.2079904028238,0.895463024497515,0.745331069609507,0.00021,1
"222",222,12.2449730297551,11.0829557690725,0.897940226585544,0.742359932088285,0.00022,1
"223",223,12.0918353467354,10.9703579238945,0.899668465512434,0.73811544991511,0.00023,1
"224",224,11.9708254062763,10.8692358592261,0.900878380489947,0.736842105263158,0.00024,1
"225",225,11.8699611692974,10.7806990329409,0.902102255818965,0.735144312393888,0.00025,1
"226",226,11.7582387899866,10.6944310196789,0.903428668522893,0.733870967741935,0.00026,1
"227",227,11.6581505876433,10.6164020456204,0.90468072508546,0.732597623089983,0.00027,1
"228",228,11.5745068690483,10.5401369745767,0.905834330487977,0.730899830220713,0.00028,1
"229",229,11.4979938603848,10.4719477553558,0.906954019492491,0.730050933786078,0.00029,1
"230",230,11.4189154750507,10.4076636560993,0.908091618502541,0.730899830220713,3e-04,1
"231",231,11.336145494939,10.3459081863337,0.909202409733812,0.729202037351443,0.00031,1
"232",232,11.2628656738392,10.2870274479018,0.910180306015061,0.726230899830221,0.00032,1
"233",233,11.1871011777023,10.2267274076375,0.911190861927181,0.726230899830221,0.00033,1
"234",234,11.1116276200639,10.1667535147974,0.912070758163719,0.724957555178268,0.00034,1
"235",235,11.0427429171575,10.1119508869521,0.912854856919719,0.722835314091681,0.00035,1
"236",236,10.9777857567309,10.0623557123785,0.913593800249912,0.722410865874363,0.00036,1
"237",237,10.9164059089247,10.0150583567696,0.914301229254033,0.720713073005093,0.00037,1
"238",238,10.8589597975282,9.97351162886939,0.914924537155786,0.720288624787776,0.00038,1
"239",239,10.805186340034,9.93512904391302,0.915520155051341,0.718590831918506,0.00039,1
"240",240,10.7532466501875,9.89810107508176,0.91606531993328,0.719015280135823,4e-04,1
"241",241,10.7023251504156,9.86258389498122,0.916602230721938,0.717317487266553,0.00041,1
"242",242,10.6482337905796,9.82599703072978,0.917181765150107,0.716893039049236,0.00042,1
"243",243,10.6026288017076,9.78768551600452,0.917769035984546,0.714770797962649,0.00043,1
"244",244,10.5579753284139,9.748446875088,0.918330153859917,0.713921901528013,0.00044,1
"245",245,10.5112625078318,9.70922834746765,0.918914268774884,0.712224108658744,0.00045,1
"246",246,10.4651966714473,9.67243947158995,0.919439442087657,0.711799660441426,0.00046,1
"247",247,10.4195479413471,9.63723866628936,0.919902777446373,0.711375212224109,0.00047,1
"248",248,10.3742989104562,9.60194963287424,0.920320105084932,0.710101867572156,0.00048,1
"249",249,10.3240069740987,9.56361161985332,0.920792123106315,0.708828522920204,0.00049,1
"250",250,10.2750411464409,9.52623092472645,0.921206207375264,0.707979626485569,5e-04,1
"251",251,10.2256587425216,9.49008421679081,0.921589167378623,0.705857385398981,0.00051,1
"252",252,10.1825778893148,9.45656253746766,0.921932899008311,0.705008488964346,0.00052,1
"253",253,10.139931558232,9.4247245270921,0.922238573195683,0.702886247877759,0.00053,1
"254",254,10.1010718939478,9.39725978809109,0.92250645855882,0.702037351443124,0.00054,1
"255",255,10.065417773149,9.37196728279054,0.922726549165777,0.702037351443124,0.00055,1
"256",256,10.0341311326669,9.34826438783639,0.922946599880883,0.702037351443124,0.00056,1
"257",257,10.0084861013214,9.32794271268402,0.923123124259631,0.702461799660441,0.00057,1
"258",258,9.98903176743397,9.30800083046453,0.923313186040405,0.702886247877759,0.00058,1
"259",259,9.96961782873458,9.28985979341734,0.923490982253838,0.702886247877759,0.00059,1
"260",260,9.95185279426621,9.27140807190398,0.923669982738954,0.702461799660442,6e-04,1
"261",261,9.93702876566393,9.25672849367783,0.923812960758418,0.701612903225807,0.00061,1
"262",262,9.92418257082524,9.24198175401461,0.923945194972906,0.701188455008489,0.00062,1
"263",263,9.91210761131351,9.22769906777086,0.92408387239923,0.701612903225807,0.00063,1
"264",264,9.901350907309,9.2136803409294,0.924217007413881,0.702886247877759,0.00064,1
"265",265,9.89079682132713,9.20227415910422,0.92430013778906,0.702037351443124,0.00065,1
"266",266,9.87924624231972,9.19064144034309,0.924398629730454,0.702461799660442,0.00066,1
"267",267,9.86804181216779,9.17986875256545,0.924493670695817,0.702886247877759,0.00067,1
