"","name","coefficient"
"1","(Intercept)",-85.0612871105186
"2","AGRP",-3.144481400696
"29","SDC1",-2.21183484024292
"7","CD63",-1.98048174371078
"3","BMP7",-0.972925993815271
"20","KLRK1",-0.69693009576583
"19","IL7R",-0.644408300060051
"30","SELE",-0.497702682563785
"4","BST2",-0.455450203486367
"28","S100A9",-0.408313337756429
"25","NPTXR",-0.316156142524302
"22","MUC16",-0.303766434751579
"17","IL4R",-0.27491460212057
"26","PDLIM5",-0.162283268816328
"13","GDNF",-0.121986451815807
"10","CST7",-0.0458250643283235
"15","HBA1",0.00835556145835598
"11","FGF2",0.118320494839029
"12","FGF21",0.128842390213711
"16","IL12p70",0.187152795955142
"27","PGF",0.247780476084363
"21","LAMP3",0.269187183436805
"9","CNTN2",0.323746601058148
"23","NEFH",0.617851430890888
"18","IL5RA",0.922182702416573
"6","CCL13",1.00441376986346
"14","GFAP",1.01735472318489
"8","CHI3L1",1.29803604713324
"33","VEGFD",2.14345257178643
"31","TNFSF15",2.35250799686968
"24","NEFL",2.42071913815951
"32","TREM2",4.61891924430432
"5","CCL11",4.93677554096218
