"","max_depth","num_leaves","num_iterations","early_stopping_rounds","learning_rate","mean.rmse","mean.rank","list.rank","rmse.rank","ranks.rank","mean.final.rank"
"790",4,24,300,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"791",4,24,350,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"792",4,24,350,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"793",4,24,350,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"794",4,24,350,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"795",4,24,350,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"796",4,24,400,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"797",4,24,400,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"798",4,24,400,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"799",4,24,400,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"800",4,24,400,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"801",4,25,200,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"802",4,25,200,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"803",4,25,200,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"804",4,25,200,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"805",4,25,200,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"806",4,25,250,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"807",4,25,250,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"808",4,25,250,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"809",4,25,250,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"810",4,25,250,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"811",4,25,300,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"812",4,25,300,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"813",4,25,300,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"814",4,25,300,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"815",4,25,300,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"816",4,25,350,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"817",4,25,350,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"818",4,25,350,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"819",4,25,350,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"820",4,25,350,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"821",4,25,400,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"822",4,25,400,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"823",4,25,400,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"824",4,25,400,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"825",4,25,400,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"826",4,26,200,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"827",4,26,200,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"828",4,26,200,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"829",4,26,200,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"830",4,26,200,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"831",4,26,250,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"832",4,26,250,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"833",4,26,250,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"834",4,26,250,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"835",4,26,250,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"836",4,26,300,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"837",4,26,300,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"838",4,26,300,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"839",4,26,300,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"840",4,26,300,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"841",4,26,350,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"842",4,26,350,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"843",4,26,350,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"844",4,26,350,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"845",4,26,350,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"846",4,26,400,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"847",4,26,400,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"848",4,26,400,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"849",4,26,400,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"850",4,26,400,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"851",4,27,200,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"852",4,27,200,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"853",4,27,200,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"854",4,27,200,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"855",4,27,200,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"856",4,27,250,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"857",4,27,250,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"858",4,27,250,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"859",4,27,250,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"860",4,27,250,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"861",4,27,300,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"862",4,27,300,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"863",4,27,300,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"864",4,27,300,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"865",4,27,300,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"866",4,27,350,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"867",4,27,350,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"868",4,27,350,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"869",4,27,350,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"870",4,27,350,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"871",4,27,400,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"872",4,27,400,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"873",4,27,400,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"874",4,27,400,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"875",4,27,400,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"876",4,28,200,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"877",4,28,200,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"878",4,28,200,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"879",4,28,200,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"880",4,28,200,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"881",4,28,250,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"882",4,28,250,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"883",4,28,250,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"884",4,28,250,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"885",4,28,250,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"886",4,28,300,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"887",4,28,300,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"888",4,28,300,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"889",4,28,300,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"890",4,28,300,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"891",4,28,350,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"892",4,28,350,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"893",4,28,350,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"894",4,28,350,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"895",4,28,350,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"896",4,28,400,20,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"897",4,28,400,25,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"898",4,28,400,30,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"899",4,28,400,35,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"900",4,28,400,40,0.475,11.4823388470336,9329,"18563, 18563, 18563, 8438, 8438, 8438, 14513, 14513, 14513, 338, 338, 338, 4793, 4793, 4793",788,1013,900.5
"901",4,20,200,20,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"902",4,20,200,25,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"903",4,20,200,30,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"904",4,20,200,35,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"905",4,20,200,40,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"906",4,20,250,20,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"907",4,20,250,25,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"908",4,20,250,30,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"909",4,20,250,35,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"910",4,20,250,40,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"911",4,20,300,20,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"912",4,20,300,25,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"913",4,20,300,30,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"914",4,20,300,35,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"915",4,20,300,40,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"916",4,20,350,20,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"917",4,20,350,25,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"918",4,20,350,30,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"919",4,20,350,35,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"920",4,20,350,40,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"921",4,20,400,20,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"922",4,20,400,25,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"923",4,20,400,30,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"924",4,20,400,35,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"925",4,20,400,40,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"926",4,21,200,20,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"927",4,21,200,25,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"928",4,21,200,30,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"929",4,21,200,35,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"930",4,21,200,40,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"931",4,21,250,20,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"932",4,21,250,25,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"933",4,21,250,30,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"934",4,21,250,35,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"935",4,21,250,40,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"936",4,21,300,20,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"937",4,21,300,25,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"938",4,21,300,30,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"939",4,21,300,35,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
"940",4,21,300,40,0.46,11.4972993177823,8168,"12488, 12488, 12488, 21263, 21263, 21263, 3713, 3713, 3713, 3038, 3038, 3038, 338, 338, 338",1238,788,1013
