"","Variable","Importance","StDev"
"1","GFAP",0.63463997318688,0.107406499276109
"2","AGRP",0.609787309157906,0.0799891624798816
"3","BMP7",0.518577572934626,0.0733880533970668
"4","CCL11",0.422436657924753,0.0774185745927593
"5","TREM2",0.407791037941547,0.0790224373731179
"6","CCL21",0.397031340483282,0.0776139587475996
"7","VEGFD",0.372068382300976,0.0711625567372798
"8","NEFH",0.371922395022702,0.0641523971222839
"9","CNTN2",0.357332881829977,0.0657818261816913
"10","NEFL",0.339776691788307,0.0641053264697422
"11","S100A9",0.323537297228314,0.0690270268041051
"12","THPO",0.286089012934417,0.0451222353494821
"13","CRH",0.274143460768803,0.0457456176952167
"14","KLRK1",0.248659429837203,0.056216430450054
"15","CST7",0.214432216323873,0.0353439386989964
"16","NPTXR",0.21058754060727,0.036822702531506
"17","CX3CL1",0.204634609698285,0.0485870351202251
"18","CD63",0.202628155832702,0.0539258158164963
"19","LAMP3",0.200636167927323,0.0424074676164406
"20","CHI3L1",0.184003910092981,0.0486766243796329
"21","KDR",0.182247872155511,0.0342162480493317
"22","IL7R",0.179559314355829,0.0394253705120955
"23","TNFRSF13B",0.177075877835937,0.0561926798802517
"24","MICB",0.176661020311177,0.0377044939047193
"25","TNFSF9",0.17068086353602,0.0512444272348219
"26","IL5",0.168042263233578,0.0379499516627338
"27","IL2",0.162323953405694,0.0308352368032364
"28","OSMR",0.157323561075126,0.0571687219766749
"29","TNFRSF13C",0.150534442370903,0.0394775575175716
"30","CCL13",0.148836233569801,0.0409087332276149
"31","TNFSF11",0.147680443673595,0.0387938705542139
"32","IL1R1",0.14452284985103,0.0473813535165624
"33","TNFSF15",0.140081735490384,0.0375733786573571
"34","IL4R",0.138499473643417,0.0364283901731658
"35","GDNF",0.136845910859129,0.0441530043052002
"36","PDLIM5",0.136212788782711,0.0373597033138785
"37","NPTX2",0.133993314236596,0.0461332135096518
"38","HAVCR1",0.132611480015614,0.039290979230693
"39","IL32",0.128862971700217,0.0432873861443508
"40","IL5RA",0.124032898136647,0.0352553263671173
"41","VSNL1",0.116691341555873,0.024310805817238
"42","BST2",0.114018742010098,0.029085589748467
"43","FGF21",0.112978647975399,0.0399122685692148
"44","IL18R1",0.112490967986578,0.025949820462866
"45","REST",0.109855394593946,0.0312808489282494
"46","SELE",0.107952184554993,0.0285453352840484
"47","GDI1",0.107820027137608,0.0390487679740098
"48","IL9",0.107189405493043,0.0421640242053277
"49","IL15RA",0.106678395967916,0.0385791090846052
"50","TREM1",0.104980264403328,0.0382801304912293
"51","HLA-DRA",0.104797188179028,0.0327650457801085
"52","KLK6",0.103425041188427,0.0252514111869141
"53","IL24",0.102443939560316,0.03095189118809
"54","SDC1",0.101430651729957,0.0310927429837563
"55","TNFRSF8",0.0973030112983932,0.03871019014423
"56","TAFA5",0.0964632802910295,0.0229732633035369
"57","CXCL5",0.0958509758603752,0.0391012749144007
"58","FABP3",0.0957327795026564,0.0317585512222501
"59","S100A12",0.0930795106069267,0.0309397801840958
"60","CD40",0.0918534857496663,0.0384656821395453
"61","IL22",0.0914390079698629,0.0260492292057105
"62","CXCL14",0.0910888664025713,0.0366475215051626
"63","TNFSF10",0.0906776227536349,0.0241068777501793
"64","Aβ42",0.0886525758050733,0.0233248144665952
"65","FTH1",0.088418131982754,0.0284724987609569
"66","CCL2",0.086347336107399,0.033455193176109
"67","IFNW1",0.08459547059144,0.0309522616620531
"68","IL10RB",0.0837309266886794,0.0284604518330764
"69","CST3",0.0828552305722732,0.0373744443064014
"70","SMOC1",0.0827383963489157,0.0383024203282976
"71","IL12p70",0.0810048438210686,0.0262675226513724
"72","GOT1",0.0803970480948328,0.0241386001190731
"73","THBS2",0.07953139525921,0.0225469482863826
"74","WNT16",0.079157092205388,0.0276720802822722
"75","GZMA",0.0786456299248732,0.026795480649202
"76","FGF23",0.0759735588728737,0.0248805694473362
"77","TEK",0.075453441694119,0.0269048781992613
"78","IL16",0.0747834450378898,0.0273827033625402
"79","FGF19",0.0743817596038888,0.0182668862729584
"80","CCL1",0.0738914366103016,0.0338623746602405
"81","CXCL13",0.0723086183331605,0.023444419109585
"82","IL17A",0.0702369926000655,0.0285126258458422
"83","CD83",0.0694533522977088,0.0240443265942108
"84","MMP12",0.0687844171076596,0.0339096410332682
"85","MAPT",0.0669735466030371,0.0153128486149734
"86","VCAM1",0.0666470038708905,0.0328393800282263
"87","CCL22",0.066493537890811,0.0205471884205453
"88","CSF2RB",0.0655175204422504,0.027467680993629
"89","PTX3",0.065238411197246,0.0213097814403661
"90","MMP1",0.0628481403142482,0.0294218222250368
"91","IKBKG",0.0627220510771199,0.0267737979764409
"92","MSLN",0.0627057271590878,0.0273441501262599
"93","IL17B",0.0623999020222785,0.0213489876362387
"94","CCL4",0.0618563201514577,0.0325086640854197
"95","C1QA",0.0616778516803565,0.0300383405836703
"96","PDGFA",0.0616126940748873,0.021399400565049
"97","IL12RB1",0.0596610957668321,0.0244400667265321
"98","SLAMF1",0.0589685764057303,0.0207826120560759
"99","TIMP2",0.0576604285809366,0.0184806120199662
"100","CSF2",0.0570758276452852,0.0212909945192854
"101","pTau-217",0.0559472089382573,0.0292009802511561
"102","FASLG",0.0553389068626921,0.0224557370234283
"103","CD274",0.0552038296800378,0.0249457093562732
"104","MUC16",0.0546199663983844,0.0219104174763375
"105","NCR1",0.0534678304357508,0.0213094835597048
"106","CCL25",0.0518287992397776,0.0180233539984834
"107","BACE1",0.0500660380424515,0.0175519562403167
"108","IFNB1",0.049671956296033,0.0202916334209426
"109","IL17F",0.0489472827639637,0.0200567810214223
"110","IL13",0.0477484651866079,0.0217120832019207
"111","LCN2",0.0476655807010769,0.0229070839751044
"112","CD40LG",0.0464136297206177,0.0231089342903906
"113","IL4",0.0462370217045319,0.0271371055317883
"114","RUVBL2",0.0457787147211852,0.0173276357647043
"115","OSM",0.0454992755976261,0.0212703782136279
"116","PSEN1",0.0452841546560644,0.0134399769243535
"117","FURIN",0.0449862136677127,0.025661807229049
"118","GDF2",0.043564347939205,0.0249429542741413
"119","IL17RA",0.0434310742861492,0.0208597158127413
"120","IGF1R",0.0432303278857199,0.0214731396536146
"121","NTF3",0.0429254202730972,0.0197197794803268
"122","IL36A",0.0428914355971791,0.0115150546695561
"123","CXCL10",0.0426752578907096,0.0177223505797225
"124","SPP1",0.0426661806367049,0.0118770772835524
"125","IL33",0.0420805338633697,0.0163422458842374
"126","YWHAZ",0.0415948888986326,0.0151388642062788
"127","HGF",0.0414632354895982,0.0276116235273555
"128","FCN2",0.0414078238101733,0.0196970531102377
"129","MMP3",0.0407122387117666,0.0207696697675659
"130","CXCL6",0.0401122473586518,0.0142148295226758
"131","pTau-181",0.0393432847236494,0.021956935084847
"132","MIF",0.0393214899272575,0.0185625843582697
"133","AGER",0.0386905327676514,0.0139484503466681
"134","IL3RA",0.0382749723397752,0.0171644569745031
"135","CXCL2",0.0375434000077103,0.0122097522007737
"136","PRDX6",0.0369106992344509,0.0135063451523629
"137","CD70",0.0363128112451655,0.0173593570671406
"138","NGF",0.0356899682212529,0.00808376809260011
"139","CD3E",0.0352983827296925,0.0118505106694178
"140","MERTK",0.0351103220204224,0.0274894527751731
"141","HBA1",0.0345124340078701,0.0104890945256601
"142","SFTPD",0.0344314559417694,0.0180837256629963
"143","TNF",0.0343807828748123,0.019437030874756
"144","CLEC4A",0.0341129895482726,0.0186204850729263
"145","TNFSF14",0.0337862658025558,0.0176432800897198
"146","IL15",0.0336781617434662,0.00701572591415622
"147","S100B",0.0330227329458389,0.0186641163993775
"148","CD80",0.0328007885783189,0.0196546095839068
"149","PDGFRB",0.0327421270703131,0.0222619370800274
"150","SNAP25",0.0321335606120256,0.0160770277621942
"151","CXCL9",0.0320521328439061,0.0126215787261189
"152","EPO",0.0316260286292123,0.0139923069898436
"153","CXADR",0.031198281188327,0.00622368251578868
"154","ICOSLG",0.0308919753487758,0.0147138628472947
"155","AGRN",0.0307948450374215,0.0085249141274995
"156","IRAK4",0.030683543288948,0.0134612064956883
"157","IL18BP",0.0304618543741196,0.0119541758179398
"158","TNFRSF17",0.0303816043218234,0.0151209870276937
"159","CCL26",0.0303003512405916,0.0157490984102927
"160","IL36G",0.0300992868099001,0.0189832182516777
"161","TNFRSF14",0.029636214868989,0.0101037223350705
"162","GZMB",0.0296239731076857,0.0141473097506466
"163","CD46",0.0296228592660725,0.0191675301926547
"164","TNFSF12",0.0292206241771521,0.0194248419466418
"165","KNG1",0.0290494469679573,0.0173556335114218
"166","IL18",0.0283974097181235,0.0168826203931041
"167","CSF3",0.0283288370609737,0.00984291985679552
"168","TGFB1",0.0278571957966332,0.019939146329851
"169","CXCL1",0.0277854118487262,0.0119963156375445
"170","IL17RB",0.0273736860180963,0.0144981417856132
"171","APOE",0.027309312958005,0.0121055511858796
"172","CD27",0.0271184028679432,0.0172468872445588
"173","IGFBP7",0.0270586253261721,0.0218036017413672
"174","IL1RL1",0.0268696589359155,0.0104375915374087
"175","IL10",0.0268508822027422,0.00644777247192028
"176","CXCL16",0.0266075030989015,0.00555000148778388
"177","IL1R2",0.0262921004926008,0.0135372831165339
"178","FOLR1",0.0261952051063214,0.012322187389549
"179","IL27",0.0260809831142264,0.0113929395676494
