"","name","coefficient"
"35","CCL21",-10.3311619813111
"136","IGF1R",-8.6859340924465
"276","THPO",-7.28470565181496
"2","ACHE",-7.07870653837473
"293","TNFRSF8",-7.04821133304031
"265","SNCA",-6.12802031988747
"155","IL17RA",-6.02107632915818
"286","TNFRSF14",-5.77970399564904
"175","IL33",-5.63929609813943
"82","CX3CL1",-5.40477215153147
"19","BDNF",-5.37288535274905
"51","CD274",-5.1420272717208
"302","TNFSF4",-4.69380170820191
"242","PGK1",-3.9618144778636
"291","TNFRSF21",-3.92543983133534
"21","BST2",-3.83007850987936
"236","PDCD1LG2",-3.57437585487809
"20","BMP7",-3.51468456230326
"205","MAPT",-3.44301272948422
"56","CD40LG",-3.33446288676589
"227","NPTXR",-3.30459487810107
"197","LAG3",-3.15776616194939
"203","LTA",-3.08739971457534
"285","TNFRSF13C",-2.9856833656197
"186","IL6R",-2.96415402795163
"323","pTau-231",-2.93980593162068
"4","AGRN",-2.92740196703246
"164","IL1RL1",-2.89148417625245
"5","AGRP",-2.89128790502761
"124","HGF",-2.85996340250159
"290","TNFRSF1B",-2.83855249665122
"310","VEGFA",-2.72349545913705
"311","VEGFC",-2.65730197655626
"320","pTDP43-409",-2.55739773348696
"47","CCL8",-2.49095928539938
"217","MPO",-2.48503386804134
"139","IL10",-2.3891483170135
"237","PDGFA",-2.28411068638251
"301","TNFSF18",-2.20535283769422
"239","PDGFRB",-2.20374863814832
"109","FLT4",-2.18907327362637
"270","TAFA5",-2.17792352157936
"36","CCL22",-2.17171600880504
"201","LIF",-2.16499685264712
"126","HTT",-2.02274758646438
"213","MMP12",-2.01439784104124
"158","IL18BP",-1.93387459684896
"206","MDH1",-1.92210830400586
"46","CCL7",-1.88788386480899
"88","CXCL13",-1.88458489614085
"27","CCL13",-1.85629413670135
"216","MMP9",-1.82640391449621
"233","Oligo-SNCA",-1.79978879491188
"189","IL7R",-1.79435491534837
"118","GOT1",-1.7858659518459
"314","VSNL1",-1.76232073502841
"241","PGF",-1.73534184885779
"229","NRGN",-1.72925474039527
"128","ICOSLG",-1.64171530811436
"127","ICAM1",-1.59376655930743
"251","S100A9",-1.58212214897083
"246","PTN",-1.57555520131972
"39","CCL25",-1.54931519606943
"143","IL12RB1",-1.53269607928298
"92","CXCL3",-1.53148956787003
"296","TNFSF11",-1.53111623061261
"163","IL1R2",-1.50734788396576
"132","IFNG",-1.48657866406222
