"","name","coefficient"
"35","CCL21",-9.97926246703932
"135","IGF1R",-8.01859496407269
"272","THPO",-7.17740467351345
"289","TNFRSF8",-6.84839140985334
"2","ACHE",-6.52003040417023
"153","IL17RA",-6.00463719791978
"261","SNCA",-5.55100268205884
"173","IL33",-5.39770377489057
"81","CX3CL1",-5.31544753483121
"282","TNFRSF14",-5.11818972700083
"19","BDNF",-5.08616908803134
"51","CD274",-5.06600512034481
"297","TNFSF4",-4.61718710852662
"21","BST2",-3.71280816352638
"239","PGK1",-3.59449262332146
"233","PDCD1LG2",-3.48822459263779
"287","TNFRSF21",-3.44366157203311
"20","BMP7",-3.33941368272194
"203","MAPT",-3.26427028877953
"56","CD40LG",-3.21674453104097
"224","NPTXR",-3.12390267014623
"4","AGRN",-3.07605827378983
"195","LAG3",-3.07501754936207
"5","AGRP",-3.04375363896173
"201","LTA",-2.93463414338975
"281","TNFRSF13C",-2.86289375458448
"162","IL1RL1",-2.8153106097196
"184","IL6R",-2.75872571141482
"123","HGF",-2.59799532251358
"318","pTau-231",-2.51029818199944
"286","TNFRSF1B",-2.48676002145818
"305","VEGFA",-2.41388026211494
"306","VEGFC",-2.39193662784241
"234","PDGFA",-2.33038563643311
"47","CCL8",-2.32732513008397
"138","IL10",-2.25632281254058
"315","pTDP43-409",-2.24904856033758
"266","TAFA5",-2.19040950929639
"215","MPO",-2.12480667658186
"36","CCL22",-2.03151562821295
"236","PDGFRB",-2.00491672505796
"199","LIF",-1.98473792659274
"156","IL18BP",-1.90159281188703
"296","TNFSF18",-1.88656575915581
"46","CCL7",-1.8346476986059
"204","MDH1",-1.80365432316667
"108","FLT4",-1.80026152279498
"187","IL7R",-1.77168680720676
"309","VSNL1",-1.7602077475099
"87","CXCL13",-1.71996637960982
"125","HTT",-1.69226345733255
"211","MMP12",-1.6886065575168
"214","MMP9",-1.67384555815392
"226","NRGN",-1.64639163559528
"230","Oligo-SNCA",-1.59427828593436
"238","PGF",-1.59310190239154
"127","ICOSLG",-1.58217191998093
"243","PTN",-1.56846976304624
"27","CCL13",-1.56798869471818
"39","CCL25",-1.50819499577231
"247","S100A9",-1.46955262263508
"139","IL10RB",-1.42471531345893
"291","TNFSF11",-1.42115132298988
"174","IL34",-1.41193835766584
"193","KLRK1",-1.40266849401717
"131","IFNG",-1.40123957586829
"117","GOT1",-1.39470699145185
"161","IL1R2",-1.3859410073932
"93","CXCL6",-1.38520228534739
"150","IL17B",-1.3190545848019
"142","IL12RB1",-1.28031945106924
"128","IFNA1; IFNA13",-1.2736950009139
"250","SCG2",-1.25710193147916
"91","CXCL3",-1.25643035083511
"126","ICAM1",-1.19500035131171
"255","SFTPD",-1.16049342082204
"251","SDC1",-1.09006826561182
"192","KLK6",-1.08096247032417
"284","TNFRSF18",-1.06525408942693
"271","THBS2",-1.05161909033323
"268","TEK",-1.05115046235855
"158","IL19",-1.0466906028286
"245","REST",-1.0286796193582
"71","CSF1R",-0.968017011800742
"220","NEFL",-0.95675183554933
"237","PDLIM5",-0.953930121069127
"264","SPP1",-0.930076857614364
"120","GZMB",-0.920876476078375
"273","TIMP1",-0.880788769813791
"137","IKBKG",-0.875271267468253
"22","C1QA",-0.854834227068698
"10","APOE",-0.827406257025355
"157","IL18R1",-0.821833817174211
"89","CXCL16",-0.821659628803748
"55","CD40",-0.77887958051353
"213","MMP8",-0.74039711411863
"72","CSF2",-0.703750580273334
"311","WNT16",-0.698660528880648
"15","Aβ40",-0.680265767930842
"172","IL32",-0.659661462147145
"100","FASLG",-0.64919098527789
"169","IL27",-0.594129005279671
"7","ANGPT2",-0.589831044055145
"94","CXCL8",-0.574620705078022
"90","CXCL2",-0.554785136779521
"119","GZMA",-0.554227713846678
"68","CRH",-0.532888533096632
"88","CXCL14",-0.531808155755841
"166","IL22",-0.519923795313982
"147","IL16",-0.505338007925578
"168","IL24",-0.480635381745325
"75","CSF3R",-0.465547606417547
"257","SLAMF1",-0.45627674902013
"167","IL23",-0.437536165812841
"105","FGF23",-0.418254004215129
"97","ENO2",-0.413958862357792
"274","TIMP2",-0.393912506271229
"259","SMOC1",-0.371535931495069
"183","IL6",-0.360327374163897
"163","IL1RN",-0.353115887089858
"263","SOD1",-0.323472153125424
"3","AGER",-0.313306274569838
"114","GDI1",-0.299541327211867
"8","ANXA1",-0.276606133380873
"24","CALCA",-0.266253010115145
"231","PARK7",-0.236669230042414
