"","name","coefficient"
"34","CCL21",-7.87559222328505
"252","THPO",-6.08122257729602
"269","TNFRSF8",-5.48594233496787
"124","IGF1R",-5.33740568366461
"49","CD274",-5.15403123973399
"139","IL17RA",-5.03910342450334
"76","CX3CL1",-4.4891904142976
"159","IL33",-4.10335513219848
"2","ACHE",-4.06275141510597
"18","BDNF",-3.51872934601611
"5","AGRP",-3.50193822344315
"278","TNFSF4",-3.44579905586665
"20","BST2",-3.10966122252252
"4","AGRN",-2.93763344739953
"214","PDCD1LG2",-2.90650197080021
"19","BMP7",-2.62466651959881
"215","PDGFA",-2.586526223911
"180","LAG3",-2.56040115375944
"188","MAPT",-2.45508166707702
"186","LTA",-2.41894154215789
"53","CD40LG",-2.41516508462934
"127","IL10RB",-2.3954450616227
"208","NPTXR",-2.25412686142913
"148","IL1RL1",-2.22206081770959
"178","KLRK1",-2.16605211321471
"261","TNFRSF13C",-2.14116559938206
"262","TNFRSF14",-2.07872721382943
"241","SNCA",-2.01721926029708
"246","TAFA5",-1.92162617966825
"142","IL18BP",-1.77622151520803
"35","CCL22",-1.72471921815352
"143","IL18R1",-1.69507569725978
"170","IL6R",-1.68289973209696
"220","PGK1",-1.57425481762638
"298","pTau-231",-1.56131622214058
"189","MDH1",-1.54287692131463
"264","TNFRSF18",-1.51832392021228
"44","CCL7",-1.51669228906151
"224","PTN",-1.51524370702914
"45","CCL8",-1.39576276211463
"126","IL10",-1.35692779162711
"267","TNFRSF21",-1.2936099839246
"184","LIF",-1.27076617331409
"172","IL7R",-1.264755359404
"38","CCL25",-1.26388564430683
"138","IL17B",-1.22182744987698
"177","KLK6",-1.21078462754244
"117","ICOSLG",-1.18940984183597
"290","VSNL1",-1.18340503357239
"229","S100A9",-1.13927296929051
"16","BACE1",-1.13269505792082
"82","CXCL13",-1.08597733270902
"160","IL34",-1.01823787782377
"217","PDGFRB",-1.00746852934442
"87","CXCL6",-0.98991829536862
"3","AGER",-0.968200003415482
"149","IL1RN",-0.958668557105608
"231","SCG2",-0.92719526480127
"266","TNFRSF1B",-0.924633059007599
"209","NRGN",-0.923129017704241
"272","TNFSF11",-0.912294460418537
"118","IFNA1; IFNA13",-0.897531264063829
"88","CXCL8",-0.863318803827111
"287","VEGFC",-0.851333001923602
"114","HGF",-0.843179587634267
"121","IFNG",-0.8110230205948
"213","Oligo-SNCA",-0.799851349351236
"286","VEGFA",-0.777946953302615
"111","GZMB",-0.773792881916088
"147","IL1R2",-0.767197931855168
"67","CSF1R",-0.751405565946338
"198","MMP9",-0.750395408055295
"238","SLAMF1",-0.74852245674201
"232","SDC1",-0.748207455112737
"110","GZMA",-0.718476863972519
"227","RUVBL2",-0.716447104619125
"243","SOD1",-0.709870267144953
"7","ANGPT2",-0.70102774273635
"219","PGF",-0.693134218603561
"257","TNF",-0.680501019857574
"68","CSF2",-0.649511829045074
"218","PDLIM5",-0.638030406604747
"271","TNFSF10",-0.634010578237096
"144","IL19",-0.618284468125141
"251","THBS2",-0.591058787911371
"254","TIMP2",-0.590701653914485
"158","IL32",-0.589760555924974
"9","APOE",-0.578051050807901
"108","GOT1",-0.564218914053647
"226","REST",-0.529088923238283
"84","CXCL16",-0.520430103245751
"99","FGF23",-0.519845458636345
"83","CXCL14",-0.493254411552947
"132","IL13RA2",-0.475814622150857
"199","MPO",-0.470038823835931
"85","CXCL2",-0.465719407715938
"204","NEFL",-0.463330887411551
"292","WNT16",-0.428884892820046
"140","IL17RB",-0.41706409109014
"154","IL24",-0.398651469139922
"58","CD83",-0.39722723783519
"228","S100A12",-0.388610250473722
"253","TIMP1",-0.373347866156147
"200","MUC16",-0.356661919520479
"296","pTDP43-409",-0.33744479608458
"23","CALCA",-0.330670860334016
"197","MMP8",-0.322965049312125
"8","ANXA1",-0.320046373567044
"152","IL22",-0.296020063975949
"130","IL12RB1",-0.293483381786716
"169","IL6",-0.293265589584773
"155","IL27",-0.279276658231147
"91","ENO2",-0.274534966033161
"281","TREM1",-0.274451640541488
"236","SFTPD",-0.273438926112442
"21","C1QA",-0.256555963921654
"101","FLT4",-0.225482451982664
"195","MMP12",-0.223965962312605
"245","SQSTM1",-0.22370661246785
"106","GDNF",-0.221560779000084
"153","IL23",-0.209135118118815
"71","CSF3R",-0.206541850548183
"65","CRH",-0.197633627620744
"244","SPP1",-0.181923446160853
"157","IL2RB",-0.171932609144477
"294","YWHAZ",-0.149256052745631
"248","TEK",-0.120549649540203
"136","IL17A",-0.0804236078571084
"289","VGF",-0.0643461793398405
"46","CD200",-0.0523656139617186
"94","FASLG",-0.0509525015146932
"6","ANGPT1",-0.0465834283971937
"26","CCL13",-0.0290966765690891
"201","NAMPT",-0.0281308532467646
"125","IKBKG",-0.0229323837000789
"277","TNFSF18",-0.000797654100110472
"190","MERTK",0.0144012576858559
"42","CCL3",0.0162889399804203
"10","APOE4",0.0202390785539329
"48","CD27",0.0232372735804104
"250","TGFB3",0.030204969850772
"70","CSF3",0.0305890448216512
"75","CTSS",0.0331387137390826
"112","HAVCR1",0.0374372610949513
"104","GDF15",0.054943530690745
"105","GDI1",0.0635072422703655
"73","CST7",0.0713466283664295
"80","CXCL11",0.0897780670657552
"164","IL3RA",0.0925474008284399
"92","EPO",0.116941989161274
"225","PTX3",0.118593544657494
"187","LTA|LTB",0.122604953533113
"279","TNFSF8",0.124287658394969
"74","CTLA4",0.126656547182132
"14","Aβ40",0.130854590118499
"63","CNTF",0.136084183974166
"210","NTF3",0.142090528596222
"15","Aβ42",0.142389635843766
"96","FGF19",0.142975281390684
"37","CCL24",0.144244230447118
"43","CCL4",0.146179692118653
"273","TNFSF12",0.14725128310523
"179","KNG1",0.147834142866566
"167","IL5",0.148796878940763
"33","CCL20",0.150848473729881
"166","IL4R",0.162505993514165
"259","TNFRSF11B",0.173347405770888
"275","TNFSF14",0.177980518118245
"13","Aβ38",0.179396647872973
"62","CHIT1",0.190284068333855
"95","FCN2",0.192256321314837
"234","SELP",0.199380997240055
"128","IL11",0.206969608888455
"89","CXCL9",0.211582242015118
"69","CSF2RB",0.216392281832304
"284","UCHL1",0.226307923997126
"230","SAA1",0.227132123431251
"174","IRAK4",0.231288056567412
"203","NEFH",0.235605399141537
"77","CXADR",0.237352696774212
"39","CCL26",0.240269969559393
"11","AREG",0.252216478553014
"54","CD46",0.258423365030996
"81","CXCL12",0.262007777778478
"116","ICAM1",0.278002838077329
"30","CCL17",0.285927239041983
"52","CD40",0.290854034498472
"162","IL36B",0.292906897526542
"137","IL17A|IL17F",0.298068512454807
"247","TARDBP",0.324480504692081
"56","CD70",0.337224700353077
"98","FGF21",0.339174750654735
"145","IL1B",0.344853435257484
"17","BASP1",0.375267327624366
"291","VSTM1",0.377567810624061
"165","IL4",0.395607991472086
"235","SFRP1",0.399164026908583
"183","LGALS9",0.409678185502519
"265","TNFRSF1A",0.423674802341217
"57","CD80",0.426476594783498
"151","IL20",0.429779170374666
"163","IL36G",0.458762351660601
"31","CCL19",0.4613355088217
"12","ARSA",0.46789196362603
"51","CD3E",0.479189438287785
"196","MMP3",0.485738158249472
"29","CCL16",0.494472254077851
"233","SELE",0.500361836145474
"242","SNCB",0.502501378147263
"223","PSEN1",0.508180262152734
"191","MICB",0.516790733809138
"122","IFNL1",0.574565258960721
"133","IL15",0.605610147729544
"168","IL5RA",0.612464774042579
"129","IL12B",0.623178351966132
"193","MME",0.632722444532461
"161","IL36A",0.666672912519494
"216","PDGFB",0.677910647666938
"113","HBA1",0.699158990640866
"90","EGF",0.722349796292758
"185","LILRB2",0.776188029494989
"86","CXCL5",0.777703040491662
"78","CXCL1",0.805887659273892
"239","SLIT2",0.827682827355724
"207","NPTX2",0.832138430046455
"211","OSM",0.84065345491182
"66","CSF1",0.90923091061517
"205","NGF",0.924776063527009
"61","CHI3L1",0.940042458389114
"120","IFNB1",0.986579425351237
"115","HLA-DRA",0.987051880038854
"103","FURIN",0.994324355693233
"176","KITLG",1.01058081083595
"60","CEACAM5",1.02682899576191
"123","IFNW1",1.02936436081485
"97","FGF2",1.03381483900409
"283","TSLP",1.05928162439424
"32","CCL2",1.08660445944792
"93","FABP3",1.09072450150718
"270","TNFRSF9",1.10950926980646
"173","IL9",1.12335562350467
"47","CD200R1",1.14464738939112
"50","CD276",1.14714574928121
"171","IL7",1.15146507705981
"59","CD93",1.18547427388973
"256","TLR3",1.22145146814887
"268","TNFRSF4",1.28295601708295
"263","TNFRSF17",1.30262101510583
"135","IL16",1.30509901177661
"240","SNAP25",1.30983533188968
"72","CST3",1.31243944952172
"194","MMP1",1.37680762844756
"100","FLT3LG",1.37896711578294
"255","TIMP3",1.38796587422341
"24","CCL1",1.39429723321878
"107","GFAP",1.44499709343224
"64","CNTN2",1.45855999434139
"41","CCL28",1.47810525422753
"146","IL1R1",1.51735108433018
"175","KDR",1.52692176918397
"192","MIF",1.53313080097717
"141","IL18",1.55579891442124
"28","CCL15",1.5679618128468
"119","IFNA2",1.59646874905683
"293","WNT7A",1.71846977443409
"182","LCN2",1.82539986361729
"131","IL12p70",1.87847316640725
"55","CD63",1.88486828406385
"156","IL2RA",1.92552840379605
"206","NPTX1",1.94225231581205
"22","CALB2",1.98295144207898
"285","VCAM1",2.00165113392826
"181","LAMP3",2.04369696838353
"276","TNFSF15",2.11096747684198
"237","SIRPA",2.13271663847193
"36","CCL23",2.20439540387298
"102","FTH1",2.29559032754249
"27","CCL14",2.3184349767951
"221","POSTN",2.39608040967577
"295","pSNCA-129",2.42890307073558
"150","IL2",2.69639046165975
"297","pTau-181",2.72376361554134
"25","CCL11",2.73897252814894
"222","PRDX6",2.8970902875586
"79","CXCL10",2.9158771843355
"109","GRN",3.21922420529
"282","TREM2",3.22238235356931
"260","TNFRSF13B",3.27290968754251
"134","IL15RA",3.31087551349194
"258","TNFRSF11A",3.70908119469431
"274","TNFSF13",3.93031428033344
"40","CCL27",3.97881620264466
"280","TNFSF9",4.58643812979648
"288","VEGFD",4.65760144897164
"202","NCR1",5.28755273760508
"249","TGFB1",5.53741024021576
"212","OSMR",6.3287208029264
"1","(Intercept)",79.1986590034303
