"","Feature","Gain","Cover","Frequency"
"1","GFAP",0.278080704060733,0.0396614788782902,0.0291005291005291
"2","NEFL",0.194351731416123,0.0196693681417199,0.0105820105820106
"3","FABP3",0.100779547627687,0.0192211145377609,0.0185185185185185
"4","CCL11",0.061172400285927,0.018629419780535,0.0185185185185185
"5","pTau-181",0.0394943728947273,0.0157068062827225,0.0132275132275132
"6","CCL13",0.0216248520617249,0.0221616581797318,0.0132275132275132
"7","TREM2",0.0209604917112294,0.0233271175500251,0.0185185185185185
"8","CHI3L1",0.0185599298214729,0.0128738435057018,0.0158730158730159
"9","IL12p70",0.0169124935032222,0.0222871691888403,0.0132275132275132
"10","CD40",0.0133681276729292,0.0189700925195439,0.0132275132275132
"11","SDC1",0.0128979912715114,0.00536111310334935,0.0105820105820106
"12","CRH",0.00906382278321598,0.018127375744101,0.0158730158730159
"13","IL4R",0.00847654226981653,0.00315570537187119,0.00793650793650794
"14","HBA1",0.00766739542543329,0.00874991034927921,0.00793650793650794
"15","AGRP",0.00747126466036116,0.00907265294412967,0.0105820105820106
"16","ANXA1",0.00737589812272558,0.00957469698056372,0.00793650793650794
"17","MMP12",0.00684677271384233,0.0110987592340242,0.0105820105820106
"18","PTN",0.00656263010541023,0.00362188911998852,0.00793650793650794
"19","WNT16",0.00613461649672277,0.000788926342967798,0.00264550264550265
"20","TNFSF15",0.0059807548993097,0.0124435200459012,0.00793650793650794
"21","GDNF",0.00512943478073525,0.00353223839919673,0.00529100529100529
"22","TREM1",0.00494329180730878,0.00263573119127878,0.00264550264550265
"23","CHIT1",0.00485234637492864,0.00534318295919099,0.00793650793650794
"24","FGF23",0.00482356102207928,0.0210141289535968,0.0158730158730159
"25","CXCL13",0.00481626994900456,0.0100229505845227,0.00793650793650794
"26","MMP9",0.00468190952811912,0.00159578283009395,0.00529100529100529
"27","VEGFD",0.00444784039600417,0.0105608549092735,0.00793650793650794
"28","CCL1",0.00444372599270165,0.0030660546510794,0.00529100529100529
"29","IL17B",0.00442323774647105,0.0111525496664993,0.0105820105820106
