"","Variable","Importance","StDev"
"1","CCL11",0.0474071421580641,0.00441714696971219
"2","NEFL",0.0393106360579713,0.00394709849236813
"3","TREM2",0.0368406938426582,0.00420261048671338
"4","CHI3L1",0.0349445832490622,0.00356751288181242
"5","TNFSF15",0.0325686191866115,0.00378765586452828
"6","NEFH",0.0319589792876755,0.00374427048800305
"7","GFAP",0.026073166142002,0.00321060001562312
"8","VEGFD",0.0258444339197337,0.00310038237720065
"9","SFTPD",0.0238072141920664,0.00316542989996958
"10","FABP3",0.0237557226992325,0.00273183628569315
"11","TREM1",0.0227341195637427,0.00301920670664107
"12","IGFBP7",0.021659025952878,0.00277313861560355
"13","pTau-181",0.0212731660306795,0.00276822529118026
"14","CCL13",0.0192787642323572,0.00225942955294547
"15","pTau-231",0.0187432719725652,0.00299542943643389
"16","HAVCR1",0.0184820222294673,0.00236898712752896
"17","HLA-DRA",0.0184185506233855,0.00238978583731706
"18","LAMP3",0.0178989749230053,0.00332337116666277
"19","LGALS9",0.0177465403049594,0.00237942821678299
"20","TIMP1",0.0173999584609863,0.00268103058936195
"21","FOLR1",0.0171639821472606,0.00231565909914208
"22","TNFSF9",0.0170831411175627,0.00301686823931245
"23","TSLP",0.0162150454464233,0.00232142418933462
"24","MMP12",0.0160134826535168,0.00267833173022925
"25","TNFSF18",0.0159369411980004,0.00222356430435909
"26","CXCL10",0.0159131955712157,0.00248985887727314
"27","Aβ40",0.015822043187374,0.00254707250581496
"28","OSMR",0.0158022924785288,0.00271412024902639
"29","CEACAM5",0.0155161051257422,0.00233833604930864
"30","FLT3LG",0.0151646620471399,0.00292939146428766
"31","pTau-217",0.01489157049224,0.0026111213032437
"32","VEGFC",0.0146645137234033,0.00216329960249935
"33","TNFSF11",0.0138185006068105,0.00207233430905052
"34","IL15RA",0.0136741193944233,0.00225247731883538
"35","VCAM1",0.0136087873636281,0.00234894845160421
"36","FGF21",0.0134417915236693,0.00248618664012378
"37","KITLG",0.0133808508354559,0.00228668346466221
"38","CCL1",0.0133112164001516,0.00264624328283042
