"","Variable","Importance","StDev"
"1","CCL11",0.112068151928021,0.0122359005099531
"2","NEFL",0.0908391376339532,0.00953068948582692
"3","TNFSF15",0.086870661794218,0.0111182768710263
"4","TREM2",0.0843367969582284,0.0114107242970463
"5","NEFH",0.0834572001623516,0.00955249939812248
"6","CHI3L1",0.0834555140594423,0.012453322781579
"7","GFAP",0.0640554486738034,0.00929264413238137
"8","SFTPD",0.0606488929483259,0.00891903951667617
"9","VEGFD",0.0536029864687435,0.0092473879341003
"10","TNFSF11",0.0456635546088213,0.007796216603958
"11","CCL13",0.04299579631096,0.00734794958298683
"12","FABP3",0.0416595656296237,0.00623594480633202
"13","pTau-181",0.0392688562591123,0.00862115805893214
"14","TREM1",0.0386545130167433,0.00741629088454811
"15","IGFBP7",0.0384690508964958,0.0065844498441088
"16","HLA-DRA",0.0382228761042553,0.0073486850910569
"17","FLT3LG",0.0357787764713635,0.00756205954362527
"18","CXCL10",0.0355220343190517,0.00873263398166062
"19","pTau-231",0.032074319263193,0.00754800670550273
"20","LAMP3",0.0312478630613844,0.00636140985260951
"21","HAVCR1",0.0311376108852958,0.00650864313049345
"22","CEACAM5",0.030421576955553,0.00729352800907845
"23","TNFSF9",0.0301412058901722,0.00715178076779232
"24","CNTN2",0.0298998034373174,0.0066508837783635
"25","pTau-217",0.02834655060431,0.00564430940149345
"26","FOLR1",0.0276924011459891,0.00629601655523182
"27","MMP12",0.0276314509142186,0.00714631261444817
"28","AGRP",0.0275959277844028,0.00431799278565059
"29","FGF21",0.0270678702493521,0.00583470678510951
"30","IL9",0.0267626052870183,0.00706641404232471
"31","TIMP1",0.0253807968511484,0.00579980611587674
"32","TNFRSF17",0.0245412767675544,0.00667610724838558
"33","OSMR",0.0244865839444796,0.00633869660781794
"34","CCL2",0.0243481148342353,0.00589551041233734
"35","TNFSF18",0.0238034844961751,0.00582344378235834
"36","LGALS9",0.0237068459980928,0.00709013845322112
"37","CST3",0.0236844205350736,0.00547516873776939
"38","TSLP",0.0235750236600496,0.00465467035976063
"39","Aβ40",0.023272845501788,0.0056131357365967
"40","NPTX2",0.0231008005919671,0.00603976102611397
"41","CALB2",0.0230750779614263,0.00651493908314972
