"","Variable","Importance","StDev"
"1","CCL11",0.933236989629683,0.0502655741428061
"2","BMP7",0.755937887989425,0.0733244364002979
"3","TREM2",0.732141890456347,0.0704896110483667
"4","VEGFD",0.695464738000737,0.0986851828353387
"5","GFAP",0.630207659503555,0.076201746928322
"6","AGRP",0.622377568239115,0.0890087551252769
"7","CHI3L1",0.571638354467162,0.0716704022574364
"8","CNTN2",0.52555918729052,0.0866639554176078
"9","CD63",0.515938773314159,0.0958942158019488
"10","TNFSF11",0.477288566527461,0.0382538652840809
"11","NEFL",0.4508095581004,0.0489229842453447
"12","S100A9",0.417465098921818,0.0655652175241495
"13","FCN2",0.385698096127047,0.055195466610386
"14","IL7R",0.369792665276613,0.0462069817426192
"15","IL15RA",0.367376354152831,0.0404163899287224
"16","FLT3LG",0.359420925951323,0.0457108875171799
"17","SDC1",0.352483806715773,0.0425252840095732
"18","MUC16",0.320487931588963,0.0308933971142707
"19","SELE",0.319806208755457,0.0335751396622036
"20","THPO",0.308190038357783,0.0629496399518582
"21","BACE1",0.282524469834389,0.0411419443694465
"22","FGF21",0.281517331831134,0.047646171724433
"23","NPTXR",0.279084570375696,0.0331438862827083
"24","GDNF",0.271350756114898,0.0280987930919173
"25","NEFH",0.270723172065983,0.0373616484289024
"26","KLRK1",0.268751934363892,0.042766071730875
"27","CX3CL1",0.265672602040262,0.0468820968059308
"28","HBA1",0.262077935657462,0.0343962424095466
"29","CST7",0.253239136837249,0.0397001842539313
"30","FTH1",0.248195137853001,0.023482300552084
"31","IL9",0.245969350046662,0.0176016548906429
"32","FASLG",0.233993493998162,0.0447097650834293
"33","PTX3",0.226442424435296,0.0264272626711706
"34","IL10RB",0.225634257672213,0.0268368466966563
"35","TNFRSF8",0.216490601941628,0.0354418126924463
"36","IL12RB1",0.214151705457152,0.0507169782726932
"37","VCAM1",0.209429730705041,0.0428249925026396
"38","NPTX1",0.207291150598364,0.0258547237316169
"39","YWHAZ",0.204693736436091,0.0330974986576773
"40","TEK",0.202253534762298,0.0300672823449972
"41","CCL13",0.20091590212902,0.0344260831691112
"42","IGFBP7",0.198705764464106,0.0517905698894977
"43","CXCL10",0.194555910744658,0.0287458912553098
"44","IL1RL1",0.193017236246147,0.0319271594817669
"45","IL2",0.18923978394538,0.0383149456034901
"46","TNFRSF17",0.186692395503508,0.0312867373590231
"47","MMP12",0.186330466744993,0.0310246704712683
"48","CCL21",0.185854261007505,0.0284325115488602
"49","CCL22",0.185513948494379,0.0303490897655084
"50","TNFRSF13B",0.185349292268893,0.0336510662919381
"51","CXCL14",0.182407251010196,0.0436893972416528
"52","TNFRSF13C",0.177736867203094,0.0267993143847517
"53","IL22",0.177677212458142,0.0305496504715658
"54","TNFRSF11B",0.170488027575138,0.0314743858318715
"55","LILRB2",0.170328465055465,0.0321686030208923
"56","IFNB1",0.168024983333607,0.0239477165624243
"57","CSF3",0.167929089525935,0.0281840352540338
"58","PDLIM5",0.166297008643766,0.0400654437228984
"59","CD274",0.16254564982947,0.0360023362130717
"60","WNT16",0.160356419761706,0.028148334087175
"61","PGF",0.158936698486236,0.0200474659712616
"62","PDCD1",0.157914523660999,0.0377891263553893
"63","TNFSF15",0.157087744229596,0.0347191820211597
