"","Feature","Gain","Cover","Frequency"
"1","NEFL",0.370865389136006,0.150728106625436,0.080740117746005
"2","GFAP",0.179131973035966,0.136455878745531,0.0824222035323802
"3","CCL11",0.154436493741886,0.151226147910828,0.105130361648444
"4","FABP3",0.129934540905073,0.0967389445984821,0.0622371740958789
"5","pTau-181",0.056351058901057,0.0913719922394761,0.0698065601345669
"6","AGRP",0.0257322362039339,0.0457677640919667,0.0689655172413793
"7","CHI3L1",0.0119118756494728,0.0211184371910472,0.0353238015138772
"8","IL19",0.00599264817484228,0.0240397838352152,0.0269133725820017
"9","SCG2",0.00569143700934215,0.0264259219338869,0.0336417157275021
"10","WNT16",0.00486447482977295,0.00561968972771265,0.0151387720773759
"11","TIMP2",0.00433876090700258,0.0205237610293844,0.0201850294365013
"12","IL22",0.0038699244211704,0.0141978933596973,0.0185029436501262
"13","IFNW1",0.00378525225746315,0.00668267336668475,0.016820857863751
"14","POSTN",0.00377225530832978,0.0165914649103897,0.0227081581160639
"15","C1QA",0.00341214087767465,0.0054115530711307,0.0117746005046257
"16","IL17B",0.00339288451823903,0.0126740356954366,0.0142977291841884
"17","TREM2",0.0029927116899307,0.0180186876983803,0.0311185870479394
"18","FASLG",0.00297661564240071,0.00498784630594602,0.00925147182506308
"19","CCL13",0.00290611679913467,0.0171118065518446,0.0201850294365013
"20","HAVCR1",0.0026957846199757,0.00927694812193835,0.0134566862910008
"21","KITLG",0.00264622661964678,0.0187099987363132,0.0252312867956266
"22","MMP9",0.00211591564395803,0.00847413530369368,0.016820857863751
"23","TNFSF4",0.00173427570636341,0.00386539505080764,0.0109335576114382
"24","S100A9",0.00136514718581772,0.00620693243735458,0.0134566862910008
"25","IL1RN",0.001360494713757,0.0148669040415679,0.0294365012615643
"26","THPO",0.00135226877444627,0.00252737368706654,0.00588730025231287
"27","CD40",0.00124408482983188,0.00335248686137355,0.00925147182506308
"28","IL27",0.000805671377104232,0.00463847406096917,0.0109335576114382
"29","CCL3",0.000771544889944203,0.00287674593204338,0.00252312867956266
"30","AGER",0.000765445837935056,0.0122874961903558,0.0227081581160639
"31","FOLR1",0.000619840463685072,0.00505474737413307,0.00841042893187553
"32","pTau-217",0.000619141029867384,0.00243073881079635,0.00252312867956266
"33","SDC1",0.000581159937014602,0.00182119574509206,0.00252312867956266
"34","GOT1",0.000550293021420717,0.0012488199394917,0.00252312867956266
"35","TNFSF12",0.000455987787936184,0.00509934808625778,0.00925147182506308
"36","UCHL1",0.000395756841766141,0.00127855374757484,0.00336417157275021
"37","CHIT1",0.00037315858021222,0.000587242709641931,0.000841042893187553
"38","MIF",0.000306545283913567,0.000847413530369368,0.0016820857863751
"39","CXCL13",0.000280992569918819,0.00169482706073874,0.00336417157275021
"40","SPP1",0.000266307827005008,0.00128598719959562,0.00252312867956266
"41","CXCL9",0.0002143497696793,0.00298824771235514,0.00504625735912532
"42","CCL27",0.000180068888609928,0.00114475161120073,0.0016820857863751
"43","PGF",0.000179568733216656,0.00090688114653564,0.000841042893187553
"44","CXCL14",0.000163704920777646,0.000423706765184684,0.000841042893187553
"45","TNFRSF1A",0.000161438447596852,0.000802812818244665,0.0016820857863751
"46","IL1RL1",0.000153778730487429,0.000408839861143116,0.000841042893187553
"47","KLK6",0.000139052859977006,0.00147182350011522,0.00252312867956266
"48","CSF1",0.000126490768641391,0.000379106053059981,0.000841042893187553
"49","LILRB2",0.000122176134348603,0.00297338080831357,0.00841042893187553
"50","IL2RA",0.000117758372276464,0.00270577653556535,0.00756938603868797
"51","IL12p70",9.91080787798794e-05,0.00219286834613126,0.00588730025231287
"52","CD200R1",9.80608579772139e-05,0.000327071888914493,0.000841042893187553
"53","IL10",9.46095144714841e-05,0.000654143777828986,0.000841042893187553
"54","IL6",9.37612228689164e-05,0.000319638436893709,0.000841042893187553
"55","TIMP1",7.30638609648506e-05,0.00122651958342935,0.00252312867956266
"56","CD83",4.92273473918378e-05,0.000401406409122332,0.000841042893187553
"57","MMP3",4.7088105820479e-05,0.0012488199394917,0.00252312867956266
"58","IL17A",4.62770295831425e-05,0.00154615802032306,0.00336417157275021
"59","IL6R",4.29428012097404e-05,0.00127112029555405,0.00336417157275021
"60","CXADR",3.83059119057214e-05,0.000535208545496443,0.000841042893187553
"61","CXCL16",3.40822459529116e-05,0.000981215666743479,0.00252312867956266
"62","HBA1",2.99551680945778e-05,0.000297338080831357,0.000841042893187553
"63","CCL19",1.94795689159852e-05,0.000371672601039197,0.000841042893187553
"64","ANGPT1",1.08171102349573e-05,0.000297338080831357,0.000841042893187553
