"","name","coefficient"
"1","(Intercept)",-24.3043619942205
"5","AGRP",-2.42272336045752
"20","BMP7",-2.17098761776636
"82","CX3CL1",-2.01827687087711
"195","KLRK1",-1.88964050890515
"182","IL4R",-1.80764733427868
"35","CCL21",-1.58878976446045
"255","SDC1",-1.54738199396551
"276","THPO",-1.52666311684034
"189","IL7R",-1.51370070716631
"58","CD63",-1.42354227226559
"314","VSNL1",-1.32745353892662
"272","TEK",-1.2803019551044
"159","IL18R1",-1.25087863356108
"17","BACE1",-1.24648839562294
"227","NPTXR",-1.1959051410037
"140","IL10RB",-1.17359354190646
"295","TNFSF10",-1.1320133312118
"224","NGF",-1.09605187844404
"296","TNFSF11",-1.08986323895267
"163","IL1R2",-1.08267822190672
"293","TNFRSF8",-1.06640421716037
"3","AGER",-0.996123788006628
"275","THBS2",-0.993174524142325
"256","SELE",-0.958193350570874
"235","PDCD1",-0.925511495242434
"248","REST",-0.910888407191328
"21","BST2",-0.910716974264849
"78","CST7",-0.880467830291806
"164","IL1RL1",-0.873439237503448
"51","CD274",-0.872035705820946
"10","APOE",-0.845859615043097
"36","CCL22",-0.811675916212158
"194","KLK6",-0.795988734935705
"152","IL17B",-0.739131644647843
"106","FGF23",-0.737364275383814
"205","MAPT",-0.731968917992411
"101","FASLG",-0.718285260094593
"318","YWHAZ",-0.716262449910727
"155","IL17RA",-0.68403150239123
"175","IL33",-0.683997071721782
"251","S100A9",-0.672086513239509
"53","CD3E",-0.668852498390821
"4","AGRN",-0.658385006403839
"209","MICB",-0.655557978085177
"74","CSF2RB",-0.648124987932158
"219","MUC16",-0.638950431121281
"147","IL15",-0.606692816560487
"246","PTN",-0.605778323820359
"311","VEGFC",-0.585336516646179
"118","GOT1",-0.576426896688396
"247","PTX3",-0.576140289575763
"88","CXCL13",-0.53702702524364
"206","MDH1",-0.534829410219524
"39","CCL25",-0.531271111448795
"94","CXCL6",-0.529463361484227
"281","TNF",-0.524208047968965
"71","CSF1",-0.513625545252453
"237","PDGFA",-0.508258183247899
"116","GDNF",-0.493591928807895
"269","SQSTM1",-0.486932405241774
"288","TNFRSF18",-0.485507430119679
"285","TNFRSF13C",-0.481537494837882
"127","ICAM1",-0.452610073389879
"270","TAFA5",-0.442926300318263
"196","KNG1",-0.441860126104631
"165","IL1RN",-0.437913195262685
"268","SPP1",-0.431605181052808
"286","TNFRSF14",-0.415331180682732
"136","IGF1R",-0.407294150563191
"249","RUVBL2",-0.401077836609359
"207","MERTK",-0.398569998021328
"69","CRH",-0.377160420980824
"161","IL1B",-0.36742874462044
"245","PSEN1",-0.351814146165538
"132","IFNG",-0.351671491746727
"102","FCN2",-0.349224658229714
"128","ICOSLG",-0.340092777173772
"89","CXCL14",-0.33292602950627
"240","PDLIM5",-0.32965257325663
"129","IFNA1; IFNA13",-0.322927699704948
"278","TIMP2",-0.313617146186703
"47","CCL8",-0.306063220478496
"61","CD83",-0.304212183503
"203","LTA",-0.302207206336057
"156","IL17RB",-0.300811175901965
"290","TNFRSF1B",-0.296385940005595
"254","SCG2",-0.289827398101105
"178","IL36B",-0.275545555192831
"171","IL27",-0.26529749127954
"139","IL10",-0.264497043480227
"40","CCL26",-0.258333128613642
"168","IL22",-0.255670790719375
"158","IL18BP",-0.253277731280155
"250","S100A12",-0.236239028551361
"150","IL17A",-0.219368216050209
"84","CXCL1",-0.217229384445667
"75","CSF3",-0.213335190379093
"130","IFNA2",-0.212292971020921
"170","IL24",-0.21150882066216
"282","TNFRSF11A",-0.198732595311157
"201","LIF",-0.19680351156053
"294","TNFRSF9",-0.190986239780569
"267","SOD1",-0.18451470144697
"62","CD93",-0.175235757658634
"30","CCL16",-0.174712883772946
"230","NTF3",-0.161017381082758
"315","VSTM1",-0.153986834324305
"160","IL19",-0.151636035403173
"179","IL36G",-0.146229841496031
"185","IL6",-0.141205844897181
"9","ANXA5",-0.138384936433256
"142","IL12B",-0.134520987857865
"181","IL4",-0.130401306086577
"49","CD200R1",-0.124407199507292
"174","IL32",-0.123151208256871
"66","CLEC4A",-0.115842948817307
"19","BDNF",-0.112149117614169
"8","ANXA1",-0.0939973965985005
"229","NRGN",-0.0927828629648095
"299","TNFSF14",-0.0920978113213803
"173","IL2RB",-0.0914467103713064
"70","CRP",-0.0902320644095721
"56","CD40LG",-0.0871956742977624
"32","CCL19",-0.0828631758178269
"264","SNAP25",-0.0824353054972296
"231","OSM",-0.0811768512063305
"54","CD4",-0.077856592877388
"310","VEGFA",-0.0727831124036604
"265","SNCA",-0.064135345687263
"291","TNFRSF21",-0.0618209112090086
"45","CCL5",-0.0595696780692996
"24","CALCA",-0.0568781431073601
"11","APOE4",-0.0497095819073727
"95","CXCL8",-0.0477191433005519
"153","IL17C",-0.0433397507811673
"134","IFNL2; IFNL3",-0.0432257893688798
"91","CXCL2",-0.0425355953344958
"48","CD200",-0.0422787067416022
"154","IL17F",-0.0414317854341247
"79","CTF1",-0.0390635019043444
"186","IL6R",-0.0356626146598928
"86","CXCL11",-0.0340144183765618
"46","CCL7",-0.0290772327884182
"308","UCHL1",-0.0227039423552872
"303","TNFSF8",-0.0205025369745974
"131","IFNB1",-0.0200581970919233
"121","GZMB",-0.0177469243530952
"107","FLT1",-0.0130579515859342
"31","CCL17",-0.00953935287606486
"242","PGK1",-0.00759071409736777
"261","SLAMF1",-0.00643583160179083
"204","LTA|LTB",0.000318144523246775
"141","IL11",0.00227194451106007
"188","IL7",0.0172544988117378
"81","CTSS",0.0223088952140419
"233","Oligo-SNCA",0.024866123669347
"97","EGF",0.0314805867981773
"23","CALB2",0.0364112664822753
"277","TIMP1",0.0385769459600745
"14","Aβ38",0.0447772762484011
"124","HGF",0.0460921083893696
"7","ANGPT2",0.047130286128044
"87","CXCL12",0.0479881254317484
"234","PARK7",0.0504130096134071
"169","IL23",0.0519520543710165
"208","MICA",0.0542343914271087
"133","IFNL1",0.0543881257317484
"92","CXCL3",0.0552828157954469
"258","SFRP1",0.0568496991431964
"43","CCL3",0.0569475731109838
"280","TLR3",0.0591251910071801
"99","EPO",0.0596974899684096
"113","GDF15",0.0700296504664023
"239","PDGFRB",0.0762524427249822
"298","TNFSF13",0.0773595618107529
"38","CCL24",0.0791041428201981
"215","MMP8",0.0815418884498517
"313","VGF",0.0831545368735619
"253","SAA1",0.0837342915843187
"220","NAMPT",0.083977367594749
"271","TARDBP",0.0858524402136034
"323","pTau-231",0.094160663560138
"6","ANGPT1",0.0964286806504946
"15","Aβ40",0.0965610610616316
"319","pSNCA-129",0.100145000557394
"34","CCL20",0.104704756299342
"37","CCL23",0.107299807556972
"317","WNT7A",0.113653960779276
"217","MPO",0.114415424905987
"80","CTLA4",0.114823449373752
"191","IRAK4",0.119283611668847
"177","IL36A",0.120892640914589
"289","TNFRSF1A",0.123775581763131
"167","IL20",0.124313528233436
"151","IL17A|IL17F",0.130487697367015
"76","CSF3R",0.132968632037925
"244","PRDX6",0.133229374741701
"238","PDGFB",0.138763306052267
"83","CXADR",0.139081020629758
"65","CHIT1",0.149553939090506
"211","MME",0.152369253051981
"67","CNTF",0.158635687253563
"274","TGFB3",0.15939737095367
"29","CCL15",0.16063173671321
"183","IL5",0.162689859139651
"176","IL34",0.164067863344346
"197","LAG3",0.170213631189367
"279","TIMP3",0.172623153009518
"93","CXCL5",0.17311915687463
"126","HTT",0.173175660092253
"98","ENO2",0.174818277407185
"12","AREG",0.179333351894644
"266","SNCB",0.18324940848063
"42","CCL28",0.183621343059507
"13","ARSA",0.194655425071954
"25","CCL1",0.204844889094363
"320","pTDP43-409",0.21268839137255
"18","BASP1",0.214259639750088
"297","TNFSF12",0.222050334338565
"187","IL6ST",0.237953103838101
"145","IL13",0.243491398446091
"33","CCL2",0.246141783369698
