"","name","coefficient"
"1","(Intercept)",-41.3946579913264
"5","AGRP",-1.76547905281628
"182","IL4R",-1.61924630288984
"195","KLRK1",-1.58131131583787
"20","BMP7",-1.54400079505381
"276","THPO",-1.51496291617726
"255","SDC1",-1.38535541848391
"58","CD63",-1.26374994423986
"82","CX3CL1",-1.25575436064721
"272","TEK",-1.19922612178315
"35","CCL21",-1.05373225149636
"227","NPTXR",-1.04777950166058
"101","FASLG",-0.941114060679482
"314","VSNL1",-0.938837727298081
"189","IL7R",-0.920949948887857
"3","AGER",-0.915736416079627
"275","THBS2",-0.888828848094032
"159","IL18R1",-0.880429136110761
"224","NGF",-0.857824990254204
"296","TNFSF11",-0.826413556217857
"10","APOE",-0.791074912512161
"36","CCL22",-0.778689416340512
"155","IL17RA",-0.76021928427472
"163","IL1R2",-0.75861288104735
"147","IL15",-0.69419560611174
"295","TNFSF10",-0.683900349222119
"51","CD274",-0.637206064245631
"78","CST7",-0.634418456421851
"69","CRH",-0.624133797698268
"21","BST2",-0.610383597619417
"39","CCL25",-0.567276218479052
"219","MUC16",-0.565425779747421
"248","REST",-0.556762669978474
"285","TNFRSF13C",-0.543181856060376
"196","KNG1",-0.531135941585384
"120","GZMA",-0.495672470099822
"209","MICB",-0.494970468481333
"264","SNAP25",-0.492292114428113
"256","SELE",-0.484707470117976
"293","TNFRSF8",-0.484535480526869
"106","FGF23",-0.464662118057376
"251","S100A9",-0.463781694762806
"164","IL1RL1",-0.453519884236418
"118","GOT1",-0.452730354140612
"235","PDCD1",-0.423220277472493
"66","CLEC4A",-0.422894315208004
"74","CSF2RB",-0.415982871247052
"194","KLK6",-0.415010567646424
"152","IL17B",-0.407125930201839
"270","TAFA5",-0.399446955233462
"178","IL36B",-0.395136218685134
"89","CXCL14",-0.39066636886845
"4","AGRN",-0.390276918862594
"175","IL33",-0.384632435899602
"54","CD4",-0.38074291984252
"71","CSF1",-0.376718538626141
"207","MERTK",-0.375735362244866
"102","FCN2",-0.363611221107767
"203","LTA",-0.357988039463786
"17","BACE1",-0.355974381670087
"168","IL22",-0.350597585473103
"318","YWHAZ",-0.348615936831417
"49","CD200R1",-0.340994736677293
"94","CXCL6",-0.339105248069829
"140","IL10RB",-0.328659603656663
"240","PDLIM5",-0.325323951988518
"267","SOD1",-0.322891785168172
"116","GDNF",-0.318189264968467
"286","TNFRSF14",-0.298558172687028
"231","OSM",-0.29531842085726
"8","ANXA1",-0.294394824460321
"88","CXCL13",-0.293112254701123
"75","CSF3",-0.291624597539632
"53","CD3E",-0.285594152251997
"161","IL1B",-0.251363927309826
"269","SQSTM1",-0.249462388155131
"34","CCL20",-0.249309289979746
"179","IL36G",-0.241749923885527
"130","IFNA2",-0.240486677572279
"171","IL27",-0.235284694388434
"250","S100A12",-0.225806702055584
"245","PSEN1",-0.225519503416335
"7","ANGPT2",-0.22498054199612
"32","CCL19",-0.224882835734994
"40","CCL26",-0.219269927013047
"237","PDGFA",-0.20815503250362
"158","IL18BP",-0.203600207058138
"246","PTN",-0.197703826283354
"205","MAPT",-0.192808222486445
"61","CD83",-0.189862443726053
"247","PTX3",-0.186846200021634
"170","IL24",-0.182359775358803
"288","TNFRSF18",-0.181238246268234
"281","TNF",-0.173535998712523
"217","MPO",-0.172716617336189
"268","SPP1",-0.16976936360712
"206","MDH1",-0.166273854470779
"83","CXADR",-0.15205766618928
"139","IL10",-0.145570395374131
"128","ICOSLG",-0.143776694748161
"151","IL17A|IL17F",-0.143670293227037
"99","EPO",-0.136114387602213
"70","CRP",-0.134009104818574
"188","IL7",-0.133766308735112
"215","MMP8",-0.128933320110349
"30","CCL16",-0.123540561802912
"230","NTF3",-0.121712701321657
"172","IL2RA",-0.120175833602946
"56","CD40LG",-0.117987870088473
"9","ANXA5",-0.117787568243937
"98","ENO2",-0.116603278961557
"150","IL17A",-0.116166468651831
"280","TLR3",-0.115153077906109
"254","SCG2",-0.111785912374143
"72","CSF1R",-0.109278100893563
"174","IL32",-0.103293743563482
"153","IL17C",-0.0962612181495117
"310","VEGFA",-0.0962281541687562
"86","CXCL11",-0.096211791713324
"167","IL20",-0.0960876321356116
"131","IFNB1",-0.0947858339608908
"249","RUVBL2",-0.0932418929538641
"282","TNFRSF11A",-0.0922053838435531
"291","TNFRSF21",-0.0905467624245476
"165","IL1RN",-0.0902635216883098
"136","IGF1R",-0.0900323978006768
"156","IL17RB",-0.0893250059501155
"73","CSF2",-0.0830303862800867
"238","PDGFB",-0.0824792313415187
"95","CXCL8",-0.0810640641342327
"290","TNFRSF1B",-0.0782756972663266
"133","IFNL1",-0.0751395165731653
"11","APOE4",-0.0748881148816073
"141","IL11",-0.0677941065361324
"228","NPY",-0.0630985068243211
"132","IFNG",-0.0592035671651574
"186","IL6R",-0.056935637208547
"87","CXCL12",-0.0529287823366902
"177","IL36A",-0.0482223167993813
"97","EGF",-0.0477935527703402
"299","TNFSF14",-0.047519190056003
"201","LIF",-0.0447200905052162
"274","TGFB3",-0.0410653328217271
"45","CCL5",-0.0388366245190959
"91","CXCL2",-0.0371741564189077
"84","CXCL1",-0.0347974679056928
"160","IL19",-0.02914025982381
"229","NRGN",-0.0249648579934045
"261","SLAMF1",-0.0243427233338746
"239","PDGFRB",-0.0230040765459086
"48","CD200",-0.0201336397258874
"76","CSF3R",-0.0162814573582896
"154","IL17F",-0.0145137532454993
"315","VSTM1",-0.0140684978729766
"134","IFNL2; IFNL3",-0.0116774865145173
"12","AREG",-0.00950143353677671
"80","CTLA4",-0.0053368851325804
"204","LTA|LTB",-0.00326766577987977
"24","CALCA",-0.000820828647151972
"23","CALB2",0.00192154354458252
"47","CCL8",0.00501965917292288
"142","IL12B",0.0073065553378638
"220","NAMPT",0.00792500038757423
"262","SLIT2",0.0191269521697528
"185","IL6",0.0227098014182445
"81","CTSS",0.0244599080416245
"19","BDNF",0.0264244465947902
"234","PARK7",0.0292692588648615
"126","HTT",0.0346245885473805
"294","TNFRSF9",0.0352351306702749
"79","CTF1",0.0394819445314819
"62","CD93",0.0403116851725894
"180","IL3RA",0.0439161422105688
"16","Aβ42",0.0442385218876549
"90","CXCL16",0.0454239482362381
"216","MMP9",0.0460288342309689
"253","SAA1",0.0469736124709818
"243","POSTN",0.0473532465991174
"233","Oligo-SNCA",0.0481759071511657
"176","IL34",0.0492362357219817
"173","IL2RB",0.0494687621519415
"311","VEGFC",0.0522028819778489
