"","name","coefficient"
"1","(Intercept)",-22.1229353217403
"20","BMP7",-2.42662534290456
"195","KLRK1",-2.24829948352161
"276","THPO",-2.24323725901861
"5","AGRP",-2.15023826559397
"82","CX3CL1",-1.99793273828367
"182","IL4R",-1.93933248462927
"255","SDC1",-1.7826233598216
"272","TEK",-1.7619474376466
"35","CCL21",-1.53602593138951
"58","CD63",-1.50251091146888
"314","VSNL1",-1.31592781651896
"275","THBS2",-1.27755101117806
"159","IL18R1",-1.17129365041101
"227","NPTXR",-1.16661108176063
"36","CCL22",-1.12404231091433
"101","FASLG",-1.08002528991936
"3","AGER",-1.04490449873536
"189","IL7R",-1.03150830314061
"147","IL15",-1.02464678352774
"224","NGF",-0.970696381581668
"296","TNFSF11",-0.965686420980857
"295","TNFSF10",-0.924475627604603
"248","REST",-0.911710180834586
"78","CST7",-0.859390517465798
"163","IL1R2",-0.836465763460836
"21","BST2",-0.825325308817194
"10","APOE",-0.823780032870897
"285","TNFRSF13C",-0.78456955901317
"39","CCL25",-0.781677381631327
"293","TNFRSF8",-0.781130416233039
"17","BACE1",-0.780543102219208
"155","IL17RA",-0.763473178895127
"4","AGRN",-0.763188569458622
"51","CD274",-0.74824120356091
"69","CRH",-0.728075267051606
"209","MICB",-0.71155813393256
"286","TNFRSF14",-0.682565557405238
"219","MUC16",-0.680336783737375
"270","TAFA5",-0.672144198791583
"196","KNG1",-0.662925180065696
"194","KLK6",-0.652457686940647
"175","IL33",-0.651227395779052
"164","IL1RL1",-0.635823155247964
"235","PDCD1",-0.58616178500319
"106","FGF23",-0.581747946703754
"120","GZMA",-0.555630389794455
"267","SOD1",-0.546322089570721
"318","YWHAZ",-0.541785668416769
"74","CSF2RB",-0.533263232152509
"251","S100A9",-0.524604999511031
"205","MAPT",-0.498704801928031
"269","SQSTM1",-0.463970893079032
"168","IL22",-0.459219133726821
"89","CXCL14",-0.450855781080141
"240","PDLIM5",-0.442174357755716
"102","FCN2",-0.441951669361671
"288","TNFRSF18",-0.44017210553367
"152","IL17B",-0.438801786428615
"256","SELE",-0.432705999041278
"237","PDGFA",-0.426621883847278
"140","IL10RB",-0.425220056726462
"264","SNAP25",-0.423595094994547
"66","CLEC4A",-0.422345094072855
"118","GOT1",-0.397276482090714
"75","CSF3",-0.390294192199615
"94","CXCL6",-0.377273749880545
"310","VEGFA",-0.356992332526699
"116","GDNF",-0.348771182543454
"7","ANGPT2",-0.332790393116645
"53","CD3E",-0.331520774880725
"8","ANXA1",-0.328329317478258
"245","PSEN1",-0.327676701344804
"178","IL36B",-0.326166893523071
"54","CD4",-0.322881810220291
"88","CXCL13",-0.319833023604371
"231","OSM",-0.315358600076948
"311","VEGFC",-0.313063451501084
"30","CCL16",-0.306713985822284
"246","PTN",-0.302792713262554
"99","EPO",-0.29784591207383
"281","TNF",-0.291940014452893
"128","ICOSLG",-0.286226162377128
"250","S100A12",-0.285700417263303
"130","IFNA2",-0.280849259193145
"268","SPP1",-0.270731889123863
"40","CCL26",-0.264223512782152
"34","CCL20",-0.261869226189362
"171","IL27",-0.249210152773974
"239","PDGFRB",-0.248779641326098
"32","CCL19",-0.245559970839196
"290","TNFRSF1B",-0.239890522744336
"136","IGF1R",-0.23246683649311
"9","ANXA5",-0.230114910901069
"206","MDH1",-0.229127797337644
"170","IL24",-0.21992657362121
"161","IL1B",-0.212086181592637
"261","SLAMF1",-0.21075180010668
"86","CXCL11",-0.201814112913039
"254","SCG2",-0.198743940261565
"150","IL17A",-0.196291722871843
"98","ENO2",-0.195868238740951
"203","LTA",-0.194697266247821
"132","IFNG",-0.193271627527491
"70","CRP",-0.188414911211473
"47","CCL8",-0.185487091566439
"186","IL6R",-0.181821568813988
"61","CD83",-0.181808816894943
"217","MPO",-0.170087313103392
"282","TNFRSF11A",-0.169708673570641
"291","TNFRSF21",-0.165361901723042
"83","CXADR",-0.164972052127106
"49","CD200R1",-0.159447604674952
"72","CSF1R",-0.155632854319305
"207","MERTK",-0.155163322481996
"56","CD40LG",-0.150168788067644
"158","IL18BP",-0.14692709880101
"95","CXCL8",-0.135544940715412
"139","IL10",-0.134063227351926
"249","RUVBL2",-0.131412138700102
"133","IFNL1",-0.127701219981007
"238","PDGFB",-0.125343216217318
"230","NTF3",-0.110065306998524
"174","IL32",-0.101712202648568
"91","CXCL2",-0.101548387903899
"153","IL17C",-0.0979139476577127
"247","PTX3",-0.0921590018706749
"179","IL36G",-0.0884961021252404
"188","IL7",-0.0842704217636088
"165","IL1RN",-0.0825299035234379
"71","CSF1",-0.0811593027890914
"265","SNCA",-0.0708140603131587
"299","TNFSF14",-0.0695896136823939
"303","TNFSF8",-0.0681740626851414
"141","IL11",-0.0680097811502045
"11","APOE4",-0.0665094037909275
"23","CALB2",-0.0663484746967351
"84","CXCL1",-0.0641735006274332
"79","CTF1",-0.0550100857212866
"229","NRGN",-0.0520743173525793
"215","MMP8",-0.0493822589893533
"274","TGFB3",-0.0473134055392416
"45","CCL5",-0.0461044882021222
"151","IL17A|IL17F",-0.0403571080555845
"19","BDNF",-0.0400612727138229
"294","TNFRSF9",-0.038898192998
"97","EGF",-0.0351017348016175
"156","IL17RB",-0.0310776424223065
"185","IL6",-0.0288462230312425
"220","NAMPT",-0.0266345750834111
"48","CD200",-0.0231430155007085
"154","IL17F",-0.0175005673607676
"307","TSLP",-0.00582260972342015
"131","IFNB1",-0.00455816217604443
"319","pSNCA-129",0.00716618648530481
"87","CXCL12",0.0100694954991027
"208","MICA",0.0120825699443637
"73","CSF2",0.0147161138873911
"110","FOLR1",0.0161815333991609
"297","TNFSF12",0.0248194421883086
"228","NPY",0.025461368017723
"24","CALCA",0.025775884499802
"12","AREG",0.0297501110638542
"81","CTSS",0.0326319378772496
"315","VSTM1",0.0363873624627417
"177","IL36A",0.0371403749582492
"280","TLR3",0.0383970477240915
"80","CTLA4",0.0412579294424937
"169","IL23",0.0423734187960491
"31","CCL17",0.0434098521880086
"233","Oligo-SNCA",0.0448375758380287
"14","Aβ38",0.0460255382115305
"160","IL19",0.0559491019450071
"134","IFNL2; IFNL3",0.0643311616709185
"253","SAA1",0.0646925544015673
"242","PGK1",0.0692704808851687
"204","LTA|LTB",0.0696383278552826
"15","Aβ40",0.0732319445580162
"181","IL4",0.0740086596047913
"129","IFNA1; IFNA13",0.0818607268784532
"126","HTT",0.0926563015913356
"234","PARK7",0.0930339664375418
"13","ARSA",0.0980075285361252
"313","VGF",0.100536748429901
"201","LIF",0.101445943294571
"65","CHIT1",0.106087575841882
"172","IL2RA",0.108575980571971
"278","TIMP2",0.109217194545337
"260","SIRPA",0.113769906151047
"113","GDF15",0.116097804455337
"76","CSF3R",0.118905559670229
"180","IL3RA",0.120513778192184
"289","TNFRSF1A",0.127630780494713
"258","SFRP1",0.129755890602986
"33","CCL2",0.132971491979772
"142","IL12B",0.133119669071311
"271","TARDBP",0.133978100453559
"176","IL34",0.134557143813068
"262","SLIT2",0.135812897606066
"16","Aβ42",0.137809111012096
"216","MMP9",0.140847781679718
"277","TIMP1",0.145998334043261
"167","IL20",0.150868529484002
"46","CCL7",0.156388308513884
"266","SNCB",0.157077229913445
"92","CXCL3",0.159383928646736
"6","ANGPT1",0.159881684783023
"187","IL6ST",0.167745620484324
"308","UCHL1",0.172153613999377
"320","pTDP43-409",0.172205041333157
"279","TIMP3",0.178103709612116
"52","CD276",0.181224328153467
"18","BASP1",0.194131136469326
"323","pTau-231",0.20219266079954
"191","IRAK4",0.206294511261456
"67","CNTF",0.206433329898938
"145","IL13",0.206467755853179
"90","CXCL16",0.216904407822701
"124","HGF",0.217163388131375
"121","GZMB",0.227064517567729
"123","HBA1",0.228989790206544
"59","CD70",0.232267387006086
"38","CCL24",0.236029306753845
"211","MME",0.236044104471555
"214","MMP3",0.237578856477579
"104","FGF2",0.242110799311123
"43","CCL3",0.246322915243884
"298","TNFSF13",0.250926294863382
"135","IFNW1",0.254146948645505
"107","FLT1",0.255649158843217
"283","TNFRSF11B",0.258321875681743
"173","IL2RB",0.26063268806489
"62","CD93",0.263080954188964
"301","TNFSF18",0.265506780952358
"259","SFTPD",0.276409427462428
"93","CXCL5",0.289647973535069
"138","IKBKG",0.309960921956168
"322","pTau-217",0.320220835780062
"28","CCL14",0.330853397274286
"243","POSTN",0.338049439396366
"221","NCR1",0.34280487707425
"317","WNT7A",0.344332464761213
"109","FLT4",0.349940296204478
"210","MIF",0.35146931394032
"222","NEFH",0.353766457441627
"157","IL18",0.362263673225619
"244","PRDX6",0.366280667635383
"263","SMOC1",0.373285877148348
"183","IL5",0.37768294392294
"29","CCL15",0.381569504925034
"37","CCL23",0.382480841269734
"304","TNFSF9",0.395595996184108
"55","CD40",0.398369093955473
"252","S100B",0.399220545392119
"114","GDF2",0.401033494587808
"218","MSLN",0.410473431328719
"200","LGALS9",0.424521373749887
"25","CCL1",0.427100406704862
"292","TNFRSF4",0.429037382610313
"212","MMP1",0.434353844423279
"111","FTH1",0.437811502493131
"42","CCL28",0.438213923715207
"63","CEACAM5",0.46282738805349
"44","CCL4",0.468991290388347
"287","TNFRSF17",0.479543540186863
"50","CD27",0.480519815976576
"27","CCL13",0.516107428974004
"127","ICAM1",0.518164411987286
"202","LILRB2",0.526630530178695
"96","CXCL9",0.562323649145835
"199","LCN2",0.57384022489927
"103","FGF19",0.581719024199947
"105","FGF21",0.583482198127131
"122","HAVCR1",0.591111592090698
"190","IL9",0.59865834443282
"119","GRN",0.607504306410906
"146","IL13RA2",0.608742514963746
"144","IL12p70",0.610964551727981
