"","Variable","Importance","StDev"
"1","CCL11",0.268583993547644,0.0589634923764186
"2","NEFL",0.261630411852291,0.0505020907076954
"3","NEFH",0.228560568204807,0.0427160848715141
"4","GFAP",0.21699039995068,0.0420740236186303
"5","TREM2",0.203869893048623,0.0365356482602372
"6","CHI3L1",0.1985722028674,0.0463874476118541
"7","VEGFD",0.180611580563774,0.0395709625775343
"8","AGRP",0.17837128717084,0.0294373005488109
"9","IL5RA",0.176654643823367,0.0425922905320205
"10","CD63",0.159676503386722,0.0278241143848403
"11","S100A9",0.151169837064732,0.0276282437621441
"12","FASLG",0.141916523424942,0.0356403748434464
"13","FGF21",0.141141141427815,0.0309660945982277
"14","TNFSF11",0.133877047789696,0.0348498308772725
"15","CRH",0.131033214192558,0.0353146695466142
"16","IL4R",0.130092265458597,0.0293192561949008
"17","SELE",0.129847123136097,0.0305806448572496
"18","GDNF",0.129475206832252,0.0279215346433487
"19","BMP7",0.124265957677923,0.0346125930740184
"20","CNTN2",0.122906556593055,0.0309125749251276
"21","FABP3",0.12078754691335,0.0282975523038765
"22","IL7R",0.116112474980724,0.024781922564734
"23","SDC1",0.114363432653866,0.0261445243174014
"24","BST2",0.113737926438221,0.0253138010486832
"25","PDLIM5",0.109356350807671,0.0285449288838543
"26","CST7",0.1092571169799,0.0276608280225812
"27","TREM1",0.108833020159984,0.0318586847443624
"28","KLRK1",0.105513144810469,0.023195654082342
"29","HLA-DRA",0.104133173131822,0.0240069799227015
"30","NPTXR",0.0984142207886959,0.0259146932456462
"31","LAMP3",0.0982089840867222,0.0253829967192913
"32","NAMPT",0.0951333436700468,0.0296690603237398
"33","AGER",0.0946410876256988,0.0255817960830937
"34","THPO",0.0943498051319996,0.0227766917970039
"35","CD3E",0.0889393277939792,0.0270480650922101
"36","HAVCR1",0.0876242158844015,0.0237893160833911
"37","TNFSF15",0.0834061850859993,0.0257787110845572
"38","KDR",0.0813815306866436,0.0163038467623445
"39","S100A12",0.0798898051195332,0.0182021674329704
"40","IL5",0.0795112390512337,0.026772285259239
"41","FGF19",0.0795052876838142,0.0256766964907969
"42","IL2",0.0787728937651244,0.0240686728484641
"43","TNFRSF13B",0.07850255844713,0.0300072649012673
"44","CCL13",0.0772889944874469,0.0282331648420778
"45","SFTPD",0.0724779125202505,0.0235233659932821
"46","WNT16",0.0705825519488016,0.0239520204030913
"47","ANXA1",0.0704435985005609,0.0161765722321379
"48","pTau-181",0.0694566727696616,0.0279296108438155
"49","CCL2",0.0692942198719469,0.0195705593048383
"50","CD200R1",0.0689071174187049,0.0280678670714638
"51","CXCL10",0.06413083513407,0.0252192303646802
"52","CXCL13",0.0628708925552359,0.0161054276386381
"53","GDI1",0.0627159608999314,0.0200634100607652
"54","FLT3LG",0.0619424527537074,0.0250638094429686
"55","CCL21",0.0614741842922245,0.0204672792761067
"56","HBA1",0.0599821153330782,0.0137137135502824
"57","CD27",0.0592449759051681,0.0187627967007632
"58","CD40",0.0589277407836566,0.0230523738875634
"59","IL15RA",0.0581905927108062,0.0209765539124234
"60","IL1B",0.0570925589831303,0.0149447656050541
"61","PTX3",0.0567001194880318,0.0172317551232546
"62","FTH1",0.0565545439940226,0.0148447905223541
"63","IL17B",0.0556190927045386,0.0192349907590411
"64","OSM",0.0538738795884461,0.0219331292877805
"65","TNFRSF13C",0.0533212689908814,0.0154559931192953
"66","CXCL9",0.0531682721989145,0.017973238262816
"67","REST",0.0527320445025208,0.0123197983975216
"68","IGFBP7",0.052384702908484,0.0203050333124002
"69","IL36B",0.0519104132732637,0.0140274742514374
"70","IL12p70",0.0516893705323387,0.0131103573861373
"71","PGF",0.0515678736633435,0.0183243800232409
"72","pTau-217",0.051266861617396,0.0235170406362353
"73","MMP1",0.0506856158287142,0.0225259895338947
"74","KLK6",0.0503952783575918,0.00764885939066388
"75","TEK",0.0502105836855428,0.0186958796594263
"76","IL18R1",0.0501856129935643,0.0143553900550903
"77","MUC16",0.0495277532664791,0.0209012885959484
"78","VSNL1",0.0494422118906733,0.0162571199518048
"79","S100B",0.0494095940436903,0.0161897371235693
"80","CSF1",0.0486465447963923,0.0163292974914185
"81","TNFRSF8",0.0474223568340388,0.0123799303418024
"82","TNFSF10",0.0462380635068851,0.00938604585541412
"83","IL16",0.0444595829206533,0.0139860821053159
"84","IL24",0.0436411475576564,0.0129610932824376
"85","LILRB2",0.0435925530083508,0.0215122235774844
"86","IL1R2",0.043320275045526,0.0145203456203623
"87","MMP3",0.0433018990699158,0.0173333612457782
"88","SMOC1",0.0432591920377386,0.0171908933452582
"89","OSMR",0.0426980311106323,0.0190581698567244
"90","CD274",0.0425679995098301,0.0105878319230762
"91","MICB",0.0422343104018273,0.0124888053861893
"92","TNFRSF17",0.041645860942165,0.0179359469908324
"93","CCL20",0.0415567872839945,0.0112877228724602
"94","IL1R1",0.0415519455406488,0.0158925705434479
"95","CSF3",0.0415289528895165,0.012101889428613
"96","IRAK4",0.0405434544472252,0.0128879104566936
"97","NPY",0.0405252278417882,0.00967738053075262
"98","NPTX1",0.0403690393121065,0.0144200176248461
"99","APOE",0.0400789352233469,0.0129672646328817
"100","APOE4",0.0395962458046444,0.00997130198747359
"101","IL22",0.0389857018858657,0.012088014414754
"102","IL15",0.038155348414183,0.00556107650565631
"103","IL17RA",0.0374771741591369,0.0127776970380294
"104","IL3RA",0.0370494637482464,0.0138248858126644
"105","MIF",0.0368129932277279,0.0120813438337925
"106","BACE1",0.0364603802820042,0.0113703804354877
"107","FOLR1",0.0363008266163782,0.0148367997343798
"108","MSLN",0.0362145131869136,0.0186538890846347
"109","IL36A",0.0361293160212397,0.00783890132044005
"110","CXCL14",0.0357195169787586,0.0146988658030358
"111","PDCD1",0.0355491352480314,0.009047560812185
"112","FGF23",0.035496968756519,0.00934431779500022
"113","ICOSLG",0.03533876786582,0.0111930866861252
"114","IL32",0.035272267223936,0.0132998127030475
"115","IL1RL1",0.0351526532922395,0.0122204552775983
"116","CSF2RB",0.0349767302413959,0.0103178002276755
"117","IFNA2",0.0349360701026983,0.0142895619506833
"118","TGFB1",0.0347027553687781,0.00866262372073846
"119","CCL26",0.0346230229273516,0.0171281706835904
"120","CX3CL1",0.0346054074722025,0.010685268315832
"121","TAFA5",0.0344421502756068,0.00535989069741803
"122","KITLG",0.0342234165763863,0.0186682882171288
"123","CCL22",0.0342037346792085,0.00788248933478134
"124","LGALS9",0.0340890601790796,0.0190763423882152
"125","CD80",0.033999407848567,0.0145869720655945
"126","SCG2",0.0339893422483127,0.00654125438625775
"127","YWHAZ",0.0339379668362497,0.00829252616379049
"128","TSLP",0.0338730852528593,0.0161109607951109
"129","IL9",0.0338665956778917,0.0163565549688584
"130","pTau-231",0.0338368452359491,0.0159927753909105
"131","MMP12",0.0332242221119304,0.0195974842862062
"132","IKBKG",0.0332013462623585,0.0133344734864047
"133","CTSS",0.032765443593183,0.0130433429271137
"134","CD93",0.0327273378704934,0.00483295226097928
"135","NGF",0.032580312643576,0.00528615582986639
"136","CCL4",0.0323926519841815,0.0110913387653355
"137","TNFRSF11B",0.0323145055351406,0.0109372332148034
"138","ICAM1",0.0322774107750668,0.0071020109344362
"139","AGRN",0.0322657294670942,0.00806771670419979
"140","TNFRSF1A",0.0321986553484612,0.0162564377858259
