"","Feature","Gain","Cover","Frequency"
"1","GFAP",0.410736336933912,0.0122991881153913,0.00767754318618042
"2","NEFL",0.124182949508752,0.0121782691311107,0.0124760076775432
"3","CCL11",0.0585818171795845,0.0109863534289169,0.00959692898272553
"4","CHIT1",0.0487995255762154,0.0049058559336673,0.00575815738963532
"5","FABP3",0.0367789251001144,0.00362756952841596,0.00383877159309021
"6","HAVCR1",0.0333814480045657,0.00670812460413428,0.00479846449136276
"7","pTau-181",0.0324232751539904,0.0034145217942074,0.00575815738963532
"8","AGRP",0.0232818289164747,0.0132550238958945,0.0115163147792706
"9","IL12p70",0.0121411139557629,0.00702481718201186,0.00479846449136276
"10","TREM2",0.0109898782078336,0.00236655726377613,0.00191938579654511
"11","THPO",0.0091226991318998,0.0235331375597397,0.0143953934740883
"12","CHI3L1",0.00862200954891285,0.00272355616974722,0.00479846449136276
"13","IL12RB1",0.00789430993693057,0.00437035757471066,0.00383877159309021
"14","OSMR",0.0074247556864604,0.0014913341394599,0.00191938579654511
"15","LAMP3",0.00712092317674071,0.0159382737375482,0.0124760076775432
"16","TNFSF15",0.00702382673048704,0.00769275061899004,0.00671785028790787
"17","SDC1",0.0066824711740628,0.00119767374906432,0.00287907869481766
"18","FGF23",0.00661277287366239,0.00331087695053838,0.00383877159309021
"19","TNFSF10",0.00659316787803471,0.00366211780963897,0.00383877159309021
"20","CRH",0.0065805661868519,0.00480796913686877,0.00479846449136276
"21","C1QA",0.00599708770772755,0.00631657741694017,0.00671785028790787
"22","MICB",0.00517507360934513,0.0100593078827662,0.00767754318618042
"23","CCL13",0.00430577707493159,0.00137617320204986,0.00383877159309021
"24","S100A9",0.00424901761260486,0.00418034202798411,0.00575815738963532
"25","VEGFD",0.00408730506466082,0.00445672827776818,0.00383877159309021
"26","NPTXR",0.00394649992967587,0.00369666609086198,0.00383877159309021
"27","BST2",0.00348374336897209,0.00574077272989002,0.00959692898272553
"28","IL4R",0.00300899453656503,0.00202683249841654,0.00479846449136276
"29","CCL3",0.00295600056579633,0.000587320780791156,0.000959692898272553
"30","IL9",0.00275595137495309,0.0110151436632694,0.0105566218809981
"31","TSLP",0.0026061513991125,0.00214775148269707,0.00287907869481766
"32","ANGPT1",0.00252649607385929,0.00516496804283987,0.00671785028790787
"33","FASLG",0.00246445746218978,0.00803823343122013,0.00863723608445298
"34","NPTX2",0.00239539405330617,0.00465825991823573,0.00575815738963532
"35","IL1R2",0.00231250315539249,0.000806126561870214,0.00191938579654511
"36","TGFB3",0.00205346101258628,0.00210744515460356,0.00287907869481766
"37","MMP3",0.00205025052576641,0.00193470374848851,0.00191938579654511
"38","IL13",0.00190349660651133,0.000846432889963724,0.00191938579654511
"39","IL10",0.00179040608485482,0.00426095468417113,0.00575815738963532
"40","MMP12",0.00173512455855102,0.00325329648183336,0.00479846449136276
"41","KLK6",0.0017334925803442,0.00424943859043013,0.00287907869481766
"42","HTT",0.00170442818153503,0.00090401335866874,0.00191938579654511
"43","ANXA1",0.00169546165863763,0.00142223757701388,0.00287907869481766
"44","CXCL16",0.00162128070343569,0.00735302585363045,0.00959692898272553
"45","CD200R1",0.0016076805139991,0.00245868601370415,0.00287907869481766
"46","TNFSF12",0.00160639162062683,0.00629354522945817,0.00767754318618042
"47","TNFRSF8",0.00156929965879509,0.000535498358956642,0.00191938579654511
"48","PDLIM5",0.00147228192698596,0.00929924569585996,0.00671785028790787
"49","CD40",0.00144665573276572,0.00366211780963897,0.00287907869481766
"50","NTF3",0.00132541103532291,0.00154891460816491,0.00287907869481766
"51","TLR3",0.00130381115856014,0.00313237749755283,0.00383877159309021
"52","VSNL1",0.00130168422946728,0.00814763632175966,0.00575815738963532
"53","IL17B",0.00128065118774305,0.00282144296654575,0.00383877159309021
"54","LILRB2",0.00120825569125929,0.000426095468417113,0.000959692898272553
"55","IL1R1",0.00116937355170739,0.00309782921632982,0.00383877159309021
"56","PDGFB",0.00111983932401994,0.00348361835665342,0.00383877159309021
"57","TNFRSF1A",0.0011060860350976,0.00256808890424368,0.00287907869481766
"58","S100B",0.00106801908905407,0.0022686704669776,0.00383877159309021
"59","GDI1",0.00106780254931719,0.00899406921172338,0.00575815738963532
"60","BDNF",0.00104552489296683,0.0380549317671446,0.0230326295585413
"61","IL32",0.00103760801577012,0.00511890366787586,0.00863723608445298
"62","CLEC4A",0.00101849925392803,0.000788852421258709,0.00191938579654511
"63","WNT7A",0.000953332847178032,0.00428974491852364,0.00287907869481766
"64","CCL26",0.000942935520919572,0.00318419991938734,0.00479846449136276
"65","SMOC1",0.000909814808821293,0.00764092819715552,0.00863723608445298
"66","FCN2",0.000892346354337483,0.00939137444578799,0.00575815738963532
"67","GZMA",0.000869542676879332,0.00287326538838026,0.00479846449136276
"68","IL15RA",0.00084371234982999,0.000397305234064605,0.000959692898272553
"69","TNFRSF13B",0.00084208419045218,0.00232049288881212,0.00191938579654511
"70","MSLN",0.000830599756805055,0.000783094374388208,0.00191938579654511
"71","FLT4",0.000830278232167669,0.000719755858812691,0.000959692898272553
"72","POSTN",0.000824905416391723,0.00418034202798411,0.00479846449136276
"73","NEFH",0.000822218087510456,0.00387516554384753,0.00287907869481766
"74","TNFSF13",0.000814169420704945,0.00165831749870444,0.00287907869481766
"75","FURIN",0.00081197309127017,0.00965624460183106,0.00575815738963532
"76","IL4",0.000811699340098063,0.00743939655668797,0.00767754318618042
"77","IL5RA",0.000769693212931965,0.00361029538780446,0.00383877159309021
"78","EPO",0.000738813152594421,0.00365635976276847,0.00575815738963532
"79","CCL14",0.00072042947436125,0.00526285483963839,0.00383877159309021
"80","MPO",0.000694859942491149,0.00426095468417113,0.00383877159309021
"81","LTA|LTB",0.000657612513882053,0.00456037312143721,0.00479846449136276
"82","LIF",0.000650096253867118,0.00127828640525134,0.00191938579654511
"83","Aβ38",0.00064380364706966,0.00421489030920712,0.00383877159309021
"84","CXCL3",0.000639702388137537,0.00168134968618645,0.00479846449136276
"85","TNFRSF13C",0.000636139012014179,0.00160073702999942,0.00191938579654511
"86","LAG3",0.000611849042982017,0.00915529452409743,0.00671785028790787
"87","IL36A",0.000588040247086473,0.0143605688950308,0.00863723608445298
"88","MICA",0.000573166759655177,0.000276386249784073,0.000959692898272553
"89","CALCA",0.000570451980737543,0.00988656647665112,0.00671785028790787
"90","FTH1",0.000560809934162216,0.001894397420395,0.00287907869481766
"91","CCL19",0.000559774198549285,0.00241837968561064,0.00287907869481766
"92","Aβ40",0.000548295939285833,0.00197501007658202,0.00287907869481766
"93","FGF21",0.000531786167242012,0.00692117233834283,0.00767754318618042
"94","MUC16",0.000502219042855656,0.0121782691311107,0.00863723608445298
"95","CSF2RB",0.000501154586894243,0.00472735648068175,0.00383877159309021
"96","RUVBL2",0.000475334950878752,0.005660160073703,0.00479846449136276
"97","IL36B",0.000468265094734564,0.0014970921863304,0.00287907869481766
"98","BMP7",0.000464447049779198,0.00207865492025105,0.00479846449136276
"99","CTF1",0.000463872002176238,0.000598836874532159,0.000959692898272553
"100","CNTF",0.000459541771152398,0.00344331202855991,0.00479846449136276
"101","IFNG",0.000449161525931124,0.0260033396671849,0.017274472168906
"102","NPTX1",0.000448980329277856,0.0117867219439166,0.00959692898272553
"103","MME",0.000439528138638707,0.00502101687107733,0.00479846449136276
"104","CCL21",0.000404530205224287,0.000921287499280244,0.00191938579654511
"105","TARDBP",0.000403502019633505,0.000742788046294697,0.00191938579654511
"106","GDF2",0.000395535855483417,0.00588472390165256,0.00479846449136276
"107","CSF3",0.000377794626681867,0.0298842632579029,0.0182341650671785
"108","IL1B",0.000376247083202385,0.00392698796568204,0.00575815738963532
"109","MAPT",0.000368455424828091,0.000241837968561064,0.000959692898272553
"110","APOE",0.00035626114893602,0.00273507226348822,0.00383877159309021
"111","CD63",0.000355435395915674,0.00630506132319917,0.00575815738963532
"112","IL24",0.000354309727852356,0.00208441296712155,0.00479846449136276
"113","YWHAZ",0.000339213940019458,0.00540104796453043,0.00383877159309021
"114","SIRPA",0.000338921809601534,0.00145102781136638,0.00287907869481766
"115","CXCL12",0.000321462664457514,0.00285023320089826,0.00383877159309021
"116","CXCL5",0.000318859519371024,0.00354119882535844,0.00575815738963532
"117","IL22",0.000318686288466044,0.00102493234294927,0.000959692898272553
"118","SPP1",0.00030927241512145,0.00465825991823573,0.00383877159309021
"119","GOT1",0.000304490575757447,0.00161225312374043,0.00287907869481766
"120","CTSS",0.00029624388627647,0.00177347843611447,0.00287907869481766
"121","SNAP25",0.000286247122903645,0.0127598318650314,0.0105566218809981
"122","FOLR1",0.000277615488912219,0.00208441296712155,0.00383877159309021
"123","CCL27",0.000275980767865435,0.00432429319974665,0.00383877159309021
"124","PDGFRB",0.000259784797342367,0.0067772211665803,0.00767754318618042
"125","BASP1",0.000256186150053978,0.00161801117061093,0.00383877159309021
"126","Aβ42",0.000242191241813867,0.000333966718489088,0.000959692898272553
"127","WNT16",0.000233502759416154,0.00272355616974722,0.00287907869481766
"128","IL34",0.00023316883294,0.00388668163758853,0.00575815738963532
"129","MMP1",0.000229009231368897,0.00238383140438763,0.00191938579654511
"130","IL17C",0.000221270707524012,0.00344331202855991,0.00287907869481766
"131","IL23",0.000214528912137056,0.00234928312316462,0.00191938579654511
"132","IL1RN",0.00020948982824205,0.00448551851212069,0.00575815738963532
"133","TGFB1",0.000208952187792777,0.00431277710600564,0.00287907869481766
"134","KNG1",0.000205042387962019,0.00776184718143606,0.00575815738963532
"135","CXCL2",0.000202279198381839,0.000927045546150746,0.000959692898272553
"136","VSTM1",0.000198490385539957,0.00182530085794898,0.00383877159309021
"137","IL12B",0.000195685357920691,0.0033914896067254,0.00479846449136276
"138","TNFSF18",0.000195671407485044,0.00169862382679795,0.00191938579654511
"139","SFRP1",0.000192256475395081,0.0083088616341337,0.00575815738963532
"140","MMP8",0.000185356392960968,0.000892497264927737,0.00191938579654511
"141","TAFA5",0.000184393655592175,0.000477917890251627,0.00191938579654511
"142","HBA1",0.000180268869554336,0.000846432889963724,0.00191938579654511
"143","CCL20",0.000178984185154069,0.00674267288535729,0.00575815738963532
"144","IFNA1;_IFNA13",0.000161331484961734,0.00450855069960269,0.00575815738963532
"145","VCAM1",0.000157135072882199,0.00891921460240686,0.00767754318618042
"146","FGF19",0.000156164619745124,0.0049231300742788,0.00479846449136276
"147","IFNW1",0.000151370068550816,0.00407669718431508,0.00383877159309021
"148","GDNF",0.000150404135533972,0.00519951632406288,0.00479846449136276
"149","SLIT2",0.000150261777772082,0.00843553866528473,0.00575815738963532
"150","pTDP43-409",0.000145775709525556,0.00480221108999827,0.00383877159309021
"151","IL2RB",0.000145552795944909,0.000437611562158116,0.000959692898272553
"152","CXCL6",0.000143822754133472,0.00260263718546669,0.00383877159309021
"153","CXCL8",0.000143481283894876,0.000713997811942189,0.00191938579654511
"154","TIMP3",0.000141538253539118,0.00133586687395635,0.00287907869481766
"155","IL6R",0.000139339496495025,0.00206138077963955,0.00287907869481766
"156","CCL16",0.000131902325418349,0.000247596015431566,0.000959692898272553
"157","CXCL13",0.000124968191441309,0.00182530085794898,0.00191938579654511
"158","AGER",0.00012446101858101,0.000811884608740715,0.00287907869481766
"159","ANGPT2",0.000112360192754004,0.00295963609143778,0.00383877159309021
"160","IL16",0.000111091987710685,0.00142223757701388,0.000959692898272553
"161","SLAMF1",9.58074075473402e-05,0.00551045085506996,0.00479846449136276
"162","CEACAM5",9.29341106878428e-05,0.000437611562158116,0.000959692898272553
"163","REST",9.08514041058535e-05,0.00586169171417055,0.00383877159309021
"164","CCL22",8.2306575501373e-05,0.00411700351240859,0.00383877159309021
"165","NGF",7.90538022569456e-05,0.00401911671561006,0.00287907869481766
"166","CSF1",7.7636999953511e-05,0.00670812460413428,0.00383877159309021
"167","PRDX6",7.76329033840514e-05,0.0071572522600334,0.00479846449136276
"168","CSF1R",7.67104601522442e-05,0.00166407554557494,0.00287907869481766
"169","ICAM1",7.66043435717034e-05,0.00256808890424368,0.00287907869481766
"170","IL18R1",7.59824035230904e-05,0.0071687683537744,0.00575815738963532
"171","IL17A",7.56252972188345e-05,0.000880981171186733,0.00191938579654511
"172","IL17F",7.07154051545531e-05,0.00859100593078828,0.00671785028790787
"173","IL19",7.05991434273661e-05,0.00326481257557437,0.00479846449136276
"174","CCL7",7.05846587394036e-05,0.00306328093510681,0.00287907869481766
"175","PDCD1",6.96592123455115e-05,0.000259112109172569,0.000959692898272553
"176","pTau-217",6.77503612102754e-05,0.00391547187194104,0.00383877159309021
"177","PGF",6.71951144528203e-05,0.0022801865607186,0.00191938579654511
"178","CCL1",6.40380311596298e-05,0.00310358726320032,0.00191938579654511
"179","PTN",5.96316632613615e-05,0.00688086601024932,0.00575815738963532
"180","TNFRSF11B",5.79095418833835e-05,0.00117464156158231,0.00191938579654511
"181","VEGFA",5.77879208270936e-05,0.00230321874820061,0.00287907869481766
"182","PARK7",5.43058329761576e-05,0.001871365232913,0.00287907869481766
"183","NAMPT",5.36506310261403e-05,0.00252202452927967,0.00287907869481766
"184","IL17A|IL17F",5.36021460636042e-05,0.00506132319917084,0.00575815738963532
"185","IL17RB",5.03628961659571e-05,0.000477917890251627,0.000959692898272553
"186","OSM",4.91938088753766e-05,0.000950077733632752,0.00287907869481766
"187","NRGN",4.62478676492627e-05,0.000259112109172569,0.000959692898272553
"188","TNFRSF18",4.36894411893706e-05,0.00271204007600622,0.00383877159309021
"189","THBS2",4.24211557564553e-05,0.00124949617089883,0.000959692898272553
"190","IL11",4.23185054201769e-05,0.00158922093625842,0.00191938579654511
"191","SAA1",3.97691433210291e-05,0.00252202452927967,0.00383877159309021
"192","CD3E",3.90120309728292e-05,0.00176196234237347,0.00383877159309021
"193","TNFRSF4",3.53808606665076e-05,0.00272355616974722,0.00383877159309021
"194","KDR",3.38775131621769e-05,0.00229746070133011,0.00191938579654511
"195","CSF3R",3.36646694075806e-05,0.00218229976392008,0.00191938579654511
"196","CRP",3.30215384844672e-05,0.00244141187309265,0.00287907869481766
