"","Feature","Gain","Cover","Frequency"
"1","GFAP",0.4577424138804,0.190107101512608,0.0714285714285714
"2","NEFL",0.16005543869084,0.109708134961706,0.0620748299319728
"3","FABP3",0.0949669896925471,0.088862822665348,0.0569727891156463
"4","CCL11",0.0477123168516939,0.0800233062704601,0.0748299319727891
"5","pTau-181",0.0391619852109138,0.0511127977491049,0.0416666666666667
"6","TREM2",0.025974121097542,0.0330734377515582,0.0204081632653061
"7","CD40",0.0207001679656723,0.0269095425377769,0.0459183673469388
"8","CHIT1",0.0152710832407635,0.0400193196715656,0.0340136054421769
"9","CXCL14",0.0142254814619915,0.0169737114469054,0.0459183673469388
"10","AGRP",0.0123731972890322,0.029117505002415,0.0263605442176871
"11","IL5RA",0.0117699761175953,0.0290025069573817,0.0306122448979592
"12","CCL3",0.00995532187036846,0.0391683341383196,0.0442176870748299
"13","CST7",0.00912468148467099,0.0159003963599285,0.0289115646258503
"14","VCAM1",0.00894347917715856,0.0177096989351181,0.0144557823129252
"15","WNT16",0.00772377076147237,0.00858652069581484,0.0187074829931973
"16","HTT",0.00664630896164701,0.0051519124174889,0.0136054421768707
"17","Aβ40",0.00663048102565569,0.013615768531935,0.0136054421768707
"18","CRH",0.00589836660439965,0.0151030765810315,0.0280612244897959
"19","CCL13",0.00571979163573506,0.0102041598626157,0.0238095238095238
"20","GDNF",0.00502636417026163,0.0213896363761816,0.0289115646258503
"21","CXCL16",0.00465632159690733,0.00625589364980795,0.0136054421768707
"22","NEFH",0.00407978480552167,0.00597989834172819,0.0102040816326531
"23","VEGFD",0.00380612808914978,0.0210063095594042,0.0272108843537415
"24","SMOC1",0.0020374915152084,0.00417059576653864,0.0102040816326531
"25","TEK",0.00188820653217204,0.0150724104356893,0.0212585034013605
"26","FCN2",0.00176559901553557,0.00486825057307359,0.00425170068027211
"27","CCL2",0.00146712327741581,0.00648588973987442,0.0153061224489796
"28","TNFRSF11A",0.0010212981736588,0.00540490811656202,0.0127551020408163
"29","SDC1",0.0009680273387515,0.00377193587709009,0.00510204081632653
"30","CHI3L1",0.000933918490246179,0.00331194369695715,0.00340136054421769
"31","CCL22",0.000916095330798252,0.00171730413916297,0.00340136054421769
"32","IL17A",0.000850133516650468,0.00667755314826315,0.0127551020408163
"33","IL12p70",0.000769980472415012,0.00088931821492368,0.00170068027210884
"34","IGFBP7",0.000723161562684999,0.00153330726710979,0.00425170068027211
"35","pTDP43-409",0.00066971386167246,0.00708387957404724,0.0102040816326531
"36","TNFSF18",0.000656749299919066,0.00613322906843917,0.00850340136054422
"37","PGF",0.000652698815922706,0.00158697302145864,0.00255102040816327
"38","CTLA4",0.000570036476395985,0.00459992180132938,0.0127551020408163
"39","S100A9",0.000556287183606729,0.00256062313607335,0.00595238095238095
"40","SOD1",0.000494269999303961,0.00493724940009353,0.00680272108843537
"41","SLIT2",0.000445977414810178,0.000613322906843917,0.00170068027210884
"42","IL6R",0.000420028356846237,0.00643989052186113,0.0119047619047619
"43","CXCL9",0.000404227692326381,0.00511357973581116,0.00935374149659864
"44","IL23",0.000395445726802971,0.00377193587709009,0.00510204081632653
"45","TNFSF12",0.000341126461286012,0.00095831704194362,0.000850340136054422
"46","CTSS",0.000326487849567111,0.00289795073483751,0.00510204081632653
"47","GDF15",0.000278810313764699,0.00164830531214303,0.00425170068027211
"48","OSM",0.000247184079105398,0.00351894017801697,0.00680272108843537
"49","HAVCR1",0.000240792441963959,0.000498324861810683,0.000850340136054422
"50","CNTN2",0.000202685223336234,0.000981316650950267,0.00170068027210884
"51","LIF",0.000201735725563902,0.0018629683295384,0.00255102040816327
"52","TLR3",0.000200667805890258,0.00300528224353519,0.00510204081632653
"53","SELE",0.000190866477168839,0.000321994526093056,0.000850340136054422
"54","IL1RN",0.000154876226627839,0.0014413088310832,0.00255102040816327
"55","AGER",0.000112045700634959,0.00162530570313638,0.00340136054421769
"56","IL17A|IL17F",0.000106343183463026,0.000919984360265876,0.00255102040816327
"57","FASLG",9.86720074238872e-05,0.000421659498455193,0.000850340136054422
"58","IL17C",8.61059355839184e-05,0.000651655588521662,0.000850340136054422
"59","BACE1",6.0975490145021e-05,0.00134931039505662,0.00340136054421769
"60","CSF1",6.00421098582986e-05,0.000628655979515015,0.000850340136054422
"61","BST2",5.45972253347525e-05,0.0007359874882127,0.00170068027210884
"62","APOE",5.4437433592057e-05,0.000873985142252582,0.00170068027210884
"63","FLT3LG",5.33326976235075e-05,0.00134931039505662,0.00340136054421769
"64","AREG",5.18091484034647e-05,0.000988983187285816,0.00255102040816327
"65","IL10",4.438369912657e-05,0.000536657543488427,0.000850340136054422
"66","TNFSF4",2.89279853880513e-05,0.000314327989757507,0.000850340136054422
"67","CD274",2.32599962437681e-05,0.000421659498455193,0.000850340136054422
"68","IRAK4",9.39304782101411e-06,0.000321994526093056,0.000850340136054422
