"","name","coefficient"
"1","(Intercept)",-50.957955223959
"5","AGRP",-1.61022533827368
"182","IL4R",-1.33162145322671
"195","KLRK1",-1.08300645186654
"20","BMP7",-1.08118043573129
"58","CD63",-0.987793749932486
"49","CD200R1",-0.96527170075303
"276","THPO",-0.929289916060976
"255","SDC1",-0.859988572228134
"101","FASLG",-0.815945479894833
"227","NPTXR",-0.815069919710006
"35","CCL21",-0.81455216344282
"189","IL7R",-0.768999547823854
"296","TNFSF11",-0.737880986081478
"314","VSNL1",-0.718045118039664
"272","TEK",-0.67447218584249
"71","CSF1",-0.637314519503507
"82","CX3CL1",-0.614508663951254
"295","TNFSF10",-0.597372189390401
"51","CD274",-0.593579928595385
"163","IL1R2",-0.587068263710691
"69","CRH",-0.566817841773035
"3","AGER",-0.561462904392785
"21","BST2",-0.547775397425905
"159","IL18R1",-0.539987003595903
"203","LTA",-0.53702460587014
"293","TNFRSF8",-0.535394244437353
"155","IL17RA",-0.492454302757987
"256","SELE",-0.46657643437765
"251","S100A9",-0.460195106521795
"219","MUC16",-0.43584242022126
"178","IL36B",-0.434833705258736
"118","GOT1",-0.431210137963821
"66","CLEC4A",-0.416249989979119
"196","KNG1",-0.41440362289053
"120","GZMA",-0.404623095358969
"10","APOE",-0.395694454534299
"285","TNFRSF13C",-0.395044867123514
"78","CST7",-0.375035397777363
"275","THBS2",-0.371732212851875
"224","NGF",-0.369140408314888
"235","PDCD1",-0.362752649516102
"152","IL17B",-0.331991158383336
"36","CCL22",-0.323160047100328
"217","MPO",-0.314493667479465
"207","MERTK",-0.314489323247622
"74","CSF2RB",-0.310439426535227
"318","YWHAZ",-0.309086855471284
"53","CD3E",-0.305310761969558
"102","FCN2",-0.301613894358036
"161","IL1B",-0.298240370877872
"89","CXCL14",-0.29653675271623
"250","S100A12",-0.29627519435201
"106","FGF23",-0.293975473888268
"116","GDNF",-0.251890071321452
"231","OSM",-0.250555773120275
"179","IL36G",-0.244143771474732
"158","IL18BP",-0.236435453007184
"88","CXCL13",-0.232229678943416
"248","REST",-0.2310772725117
"39","CCL25",-0.227923133109423
"288","TNFRSF18",-0.226916620329135
"83","CXADR",-0.221651743411698
"16","Aβ42",-0.221079257336639
"75","CSF3",-0.220705940463982
"240","PDLIM5",-0.215635926267841
"139","IL10",-0.215350028910963
"168","IL22",-0.2101395646262
"247","PTX3",-0.208135273778572
"215","MMP8",-0.203332650885573
"280","TLR3",-0.200150509478027
"40","CCL26",-0.192214734485953
"164","IL1RL1",-0.187638905469635
"174","IL32",-0.185423128216554
"170","IL24",-0.180115037981826
"206","MDH1",-0.179491184793176
"201","LIF",-0.176292078714124
"140","IL10RB",-0.170698541308362
"54","CD4",-0.1693156744675
"94","CXCL6",-0.169161545615074
"209","MICB",-0.163406319606649
"165","IL1RN",-0.162582624617736
