"","name","coefficient"
"82","CX3CL1",-4.85413868726795
"1","(Intercept)",-4.83526009528883
"4","AGRN",-4.53739964544255
"20","BMP7",-4.42051667632311
"5","AGRP",-3.93406727353709
"195","KLRK1",-3.80763476055707
"35","CCL21",-3.4729604674216
"136","IGF1R",-3.08708939451124
"276","THPO",-2.80913079872248
"295","TNFSF10",-2.64927832034248
"293","TNFRSF8",-2.63116219555262
"128","ICOSLG",-2.52259169424207
"194","KLK6",-2.41552320829918
"197","LAG3",-2.38623499995517
"206","MDH1",-2.35530611068894
"272","TEK",-2.18986064304188
"140","IL10RB",-1.95860751905351
"269","SQSTM1",-1.94840879986146
"275","THBS2",-1.86836257656802
"21","BST2",-1.8057647643179
"323","pTau-231",-1.72076391767858
"245","PSEN1",-1.67349938691298
"49","CD200R1",-1.6658339822467
"78","CST7",-1.66096259139967
"314","VSNL1",-1.66022678453681
"56","CD40LG",-1.63607008365356
"268","SPP1",-1.60058262139746
"288","TNFRSF18",-1.59325817026685
"189","IL7R",-1.58675137631823
"255","SDC1",-1.5808884469625
"83","CXADR",-1.57189272490234
"152","IL17B",-1.53579457590283
"318","YWHAZ",-1.52550054337288
"88","CXCL13",-1.49336222481954
"207","MERTK",-1.47780919609208
"251","S100A9",-1.47377039485042
"62","CD93",-1.45864440866314
"205","MAPT",-1.44100760058613
"118","GOT1",-1.41138528984858
"285","TNFRSF13C",-1.38221155454073
"178","IL36B",-1.36994283507883
"36","CCL22",-1.35843291957522
"133","IFNL1",-1.35829365222466
"17","BACE1",-1.31357341629689
"217","MPO",-1.31215119081989
"270","TAFA5",-1.25918441415221
"164","IL1RL1",-1.24060508151274
"227","NPTXR",-1.22851054656198
"226","NPTX2",-1.21958009079631
"66","CLEC4A",-1.2102099592592
"283","TNFRSF11B",-1.16546323349082
"15","Aβ40",-1.07667382011784
"286","TNFRSF14",-1.07293469885533
"308","UCHL1",-1.07054152697267
"175","IL33",-1.06334330601814
"265","SNCA",-1.05860446490116
"19","BDNF",-1.05542716357666
"169","IL23",-1.00581417397436
"61","CD83",-1.00039584672524
"212","MMP1",-0.968718196329927
"47","CCL8",-0.947597700322465
"23","CALB2",-0.912177202521665
"296","TNFSF11",-0.908193443298976
"259","SFTPD",-0.90526633807903
"196","KNG1",-0.902448038282802
"237","PDGFA",-0.898634255322723
"246","PTN",-0.897840823241164
"147","IL15",-0.892221491019879
"39","CCL25",-0.886319025180379
"120","GZMA",-0.884261549222174
"219","MUC16",-0.878441108320371
"186","IL6R",-0.876677633720405
"74","CSF2RB",-0.838689796002049
"165","IL1RN",-0.829712397719823
"102","FCN2",-0.796421003007942
"238","PDGFB",-0.796065753637634
"262","SLIT2",-0.790634118710645
"46","CCL7",-0.73932653279425
"110","FOLR1",-0.682493055759508
"84","CXCL1",-0.671912959194645
"89","CXCL14",-0.652212552785785
"201","LIF",-0.630988662409785
"58","CD63",-0.615699939232942
"150","IL17A",-0.607878117853414
"180","IL3RA",-0.601883873452088
"139","IL10",-0.569584033292702
"290","TNFRSF1B",-0.56127926033975
"109","FLT4",-0.549959380252472
"242","PGK1",-0.548075437326841
"53","CD3E",-0.543527560625257
"132","IFNG",-0.542451460553839
"91","CXCL2",-0.532293998606897
"52","CD276",-0.530687662077684
"106","FGF23",-0.509422071002405
"240","PDLIM5",-0.505224110119986
"75","CSF3",-0.48349936123952
