"","Feature","Gain","Cover","Frequency"
"1","CCL11",0.312687106319962,0.0133241789333112,0.00976800976800977
"2","NEFL",0.198906310779027,0.0112493492579655,0.00976800976800977
"3","GFAP",0.11194059379627,0.020303151477656,0.0170940170940171
"4","AGRP",0.0376455762847176,0.0093329611214643,0.0122100122100122
"5","CHIT1",0.03472168001113,0.00682053100550018,0.00732600732600733
"6","TNFSF15",0.0261788236381836,0.0119208395892592,0.00854700854700855
"7","CHI3L1",0.0210920901698055,0.00837476705321372,0.00854700854700855
"8","TREM2",0.0198803628590226,0.00754483518307543,0.00732600732600733
"9","FGF23",0.0171024109937507,0.0160478644344014,0.0134310134310134
"10","IL12p70",0.0149554301537811,0.00813333232735531,0.00854700854700855
"11","FABP3",0.00935408507578411,0.00329709297500396,0.00366300366300366
"12","pTau-181",0.00875919824175544,0.00266332681962563,0.00244200244200244
"13","SPP1",0.00838208585581408,0.00155423604771354,0.00366300366300366
"14","HAVCR1",0.0072352474570524,0.00379505209708694,0.00366300366300366
"15","IL36B",0.00641448472537869,0.00183339494948733,0.00366300366300366
"16","SELE",0.00622412079484877,0.00719022792947088,0.0061050061050061
"17","TNFSF18",0.00550098019377375,0.00103364242008133,0.00366300366300366
"18","Aβ40",0.00545252979944101,0.000837476705321372,0.00122100122100122
"19","S100A9",0.005323314777741,0.002301174730838,0.00488400488400488
"20","RUVBL2",0.00503940861050824,0.00194656747723346,0.00244200244200244
"21","CXCL9",0.00472519487603377,0.00158441538844584,0.00244200244200244
"22","VEGFD",0.0045175567394224,0.0113927011264439,0.00976800976800977
"23","CTSS",0.0044128578506627,0.00152405670698124,0.00366300366300366
"24","CCL15",0.00409359859488454,0.00338008616201779,0.0061050061050061
"25","TREM1",0.00400950533697267,0.00291230638066711,0.00366300366300366
"26","IL15RA",0.00383509308019401,0.00226345055492263,0.00244200244200244
"27","CXCL1",0.00358553172298212,0.00685071034623249,0.00732600732600733
"28","CCL2",0.00343658495878916,0.00110154593672901,0.00244200244200244
"29","CST7",0.00335581796455168,0.00442881825246527,0.00488400488400488
"30","HBA1",0.00330842047314604,0.016206305973246,0.0134310134310134
"31","GDI1",0.003277018325815,0.00569635056322195,0.0061050061050061
"32","BST2",0.0031112603245962,0.00240680242340106,0.00488400488400488
"33","CSF2",0.00307805160168405,0.0013505254977705,0.00366300366300366
"34","NEFH",0.00301720927406931,0.00357625187677775,0.00488400488400488
"35","TNFRSF13C",0.00301451012213327,0.000852566375687523,0.00122100122100122
"36","PDCD1LG2",0.00294559143917674,0.00137316000331973,0.00244200244200244
"37","OSMR",0.00255546645638209,0.0118755705781607,0.00854700854700855
"38","SDC1",0.00247825588324619,0.00364415539342543,0.00488400488400488
"39","IL4R",0.00235786983141015,0.0074316626553293,0.00854700854700855
"40","IL2",0.00229934468224525,0.00949140266030889,0.00732600732600733
"41","CNTN2",0.00221134727942208,0.00598305430017881,0.00488400488400488
"42","CEACAM5",0.00204941757357599,0.00112418044227824,0.00122100122100122
"43","NPTXR",0.0020218367739568,0.0224609743400155,0.0158730158730159
"44","PDLIM5",0.00197601390155085,0.00177303626802273,0.00244200244200244
"45","FASLG",0.00197010489068866,0.000482869451716827,0.00122100122100122
"46","TNFRSF9",0.00194988828421523,0.00384786594336847,0.00488400488400488
"47","WNT16",0.00178627799241154,0.00146369802551663,0.00366300366300366
"48","CD3E",0.00159140620324598,0.00144860835515048,0.00366300366300366
"49","CRH",0.0015269248418465,0.00402894198776228,0.0061050061050061
"50","SQSTM1",0.00146447581539291,0.000814842199772146,0.00122100122100122
"51","CCL13",0.0013941467044664,0.0049418670449144,0.00366300366300366
"52","GOT1",0.00138711821791355,0.0062923925426849,0.00488400488400488
"53","CRP",0.00138249748427204,0.000875200881236749,0.00122100122100122
"54","TNFSF11",0.00137197303524155,0.00817860133845376,0.0061050061050061
"55","IL17A|IL17F",0.00135691281933124,0.00510030858375899,0.00854700854700855
"56","MME",0.00129175866902327,0.00387804528410077,0.00366300366300366
"57","MUC16",0.00122454794288115,0.00503240506711131,0.00366300366300366
"58","THPO",0.00120512670176653,0.0144634490459556,0.00732600732600733
"59","IGF1R",0.00116484376197034,0.00140333934405203,0.00244200244200244
"60","CXCL16",0.00115768315521775,0.00730340045721701,0.00488400488400488
"61","BACE1",0.00102641092257066,0.00648101342226179,0.00732600732600733
"62","BDNF",0.00102278064969933,0.0123810745354268,0.00854700854700855
"63","IL9",0.00101978525908871,0.00230871956602108,0.00366300366300366
"64","TSLP",0.0010117060887559,0.00521348111150512,0.0061050061050061
"65","SFTPD",0.00100251785156958,0.00492677737454825,0.0061050061050061
"66","IL13RA2",0.000970237646833253,0.000641310990561411,0.00122100122100122
"67","C1QA",0.000903034154169987,0.0074316626553293,0.0061050061050061
"68","NPTX2",0.000851403210323732,0.0368338853637742,0.0207570207570208
"69","BMP7",0.000828805979166805,0.00460989429685908,0.00488400488400488
"70","IL10",0.000824494155373222,0.00161459472917814,0.00366300366300366
"71","FLT3LG",0.000814595747914081,0.000392331429519922,0.00122100122100122
"72","KDR",0.000782037939067082,0.00733357979794931,0.0061050061050061
"73","ACHE",0.000779085766945273,0.000860111210870599,0.00244200244200244
"74","IL24",0.000609809097360075,0.00389313495446692,0.0061050061050061
