"","Feature","Gain","Cover","Frequency"
"1","NEFL",0.648214981048558,0.259905474596298,0.09562109025916
"2","GFAP",0.12957101412662,0.147743205986609,0.0893655049151028
"3","AGRP",0.0746089486068525,0.102607325718787,0.12153708668454
"4","CCL11",0.0257383155378016,0.0513351713272942,0.0598748882931189
"5","CXCL9",0.0180334250965404,0.0621425758172509,0.0598748882931189
"6","MMP12",0.0170391823754601,0.0420874359984246,0.0348525469168901
"7","SDC1",0.0125881117833279,0.0265537613233557,0.0420017873100983
"8","S100A9",0.0110301002553681,0.0355415517920441,0.0455764075067024
"9","VCAM1",0.0101492644048073,0.0306734935013785,0.0268096514745308
"10","IL5RA",0.00776444576043088,0.0184718393068137,0.0294906166219839
"11","KDR",0.00361696398362492,0.0202048050413549,0.0268096514745308
"12","IKBKG",0.00333853746073876,0.00450571090980701,0.0098302055406613
"13","IL17B",0.0027237789387235,0.0129342260732572,0.0178731009830206
"14","IL9",0.00271677288623407,0.00620716817644742,0.0134048257372654
"15","IL12p70",0.00271354077848372,0.005978731784167,0.0098302055406613
"16","OSMR",0.00260120272555018,0.00901142181961402,0.0169794459338695
"17","CHIT1",0.00212543453041078,0.0132020480504135,0.0223413762287757
"18","MME",0.00187498137314551,0.0089011421819614,0.0214477211796247
"19","TNFSF18",0.00175663532527669,0.0140133910988578,0.0205540661304736
"20","IL10RB",0.00163453605770449,0.0133989759747932,0.0241286863270777
"21","CSF3R",0.00156401938615713,0.00378889326506499,0.00625558534405719
"22","NPTXR",0.00151907562736291,0.00519889720362347,0.0125111706881144
"23","pTau-181",0.00146726810483178,0.0103741630563214,0.0125111706881144
"24","CHI3L1",0.00143430138777132,0.00415911776289878,0.00714924039320822
"25","LILRB2",0.00120228421409109,0.00259157148483655,0.00625558534405719
"26","KITLG",0.00093453492803002,0.00819220165419456,0.0107238605898123
"27","IL2RB",0.000909962992370656,0.0063410791650256,0.0169794459338695
"28","CXCL16",0.0008599306090591,0.00623079952737298,0.00625558534405719
"29","WNT16",0.000854407217049117,0.00122883024812918,0.00268096514745308
"30","IL4R",0.000846395793373996,0.00111067349350138,0.00268096514745308
"31","NEFH",0.000616003258493677,0.00257581725088618,0.00268096514745308
"32","IL10",0.000540458629723183,0.00297755021662072,0.00804289544235925
"33","MUC16",0.00053604830295471,0.00385978731784167,0.00893655049151028
"34","CSF2RB",0.000528388188590887,0.00381252461599055,0.0098302055406613
"35","CCL13",0.000522838014424404,0.00125246159905475,0.00268096514745308
"36","FLT4",0.000487889691258863,0.0021977156360772,0.00268096514745308
"37","VEGFD",0.00044426771152849,0.00316660102402521,0.00536193029490617
"38","BST2",0.000422116380951494,0.00425364316660102,0.00536193029490617
"39","MMP3",0.000400954183006901,0.00267034265458842,0.00268096514745308
"40","IFNA2",0.000372687867454374,0.00445844820795589,0.00893655049151028
"41","TNFRSF1A",0.000352693040036055,0.000834974399369831,0.00178731009830206
"42","IL16",0.000281746098565316,0.000409610082709728,0.000893655049151028
"43","HGF",0.000269025638566662,0.00359196534068531,0.00714924039320822
"44","BASP1",0.000262061335493812,0.00220559275305238,0.00625558534405719
"45","UCHL1",0.000238672862937026,0.00358408822371012,0.00625558534405719
"46","HLA-DRA",0.000231696922357509,0.00259944860181174,0.00446827524575514
"47","TAFA5",0.000231389491139783,0.00192989365892084,0.00446827524575514
"48","CSF2",0.000230986602063305,0.00314296967309965,0.00625558534405719
"49","BACE1",0.000198087792016185,0.00177235131941709,0.00268096514745308
"50","MAPT",0.000174379507915432,0.00154391492713667,0.00357462019660411
"51","GZMA",0.000168851455728913,0.00157542339503742,0.00357462019660411
"52","TNFRSF11B",0.000167634288574,0.00163056321386373,0.00268096514745308
"53","MICA",0.00014438723629909,0.00141788105553367,0.00178731009830206
"54","IGF1R",0.000121762400742982,0.00121307601417881,0.00178731009830206
"55","SLIT2",0.000112691319075508,0.00173296573454116,0.00446827524575514
"56","SPP1",0.000105959302335718,0.000968885387948011,0.00268096514745308
"57","CXCL10",7.32348183689387e-05,0.000677432059866089,0.00178731009830206
"58","ANXA1",7.19069452280874e-05,0.000630169358014966,0.00178731009830206
"59","GDNF",7.17966014128873e-05,0.000370224497833793,0.000893655049151028
"60","LCN2",6.3781382336259e-05,0.00120519889720362,0.00268096514745308
"61","TNFRSF13C",5.12917692267627e-05,0.000385978731784167,0.000893655049151028
"62","CXCL5",3.66128672677676e-05,0.000401732965734541,0.000893655049151028
"63","CCL21",3.53447781679938e-05,0.000315084679007483,0.000893655049151028
