"","name","coefficient"
"1","(Intercept)",-47.9684448636205
"5","AGRP",-2.1311888256684
"82","CX3CL1",-1.98751102327408
"255","SDC1",-1.71029569748706
"182","IL4R",-1.64972469649116
"58","CD63",-1.61270198683924
"20","BMP7",-1.56578826398146
"195","KLRK1",-1.50451166820236
"276","THPO",-1.4470605231611
"227","NPTXR",-1.36164247586853
"272","TEK",-1.18108921212993
"189","IL7R",-1.16628984377664
"35","CCL21",-1.15899432296757
"314","VSNL1",-1.0671543661331
"296","TNFSF11",-1.05904132454032
"101","FASLG",-1.01333392666392
"159","IL18R1",-0.999778754456021
"147","IL15",-0.968985571126135
"295","TNFSF10",-0.946081580542673
"3","AGER",-0.944475217184195
"293","TNFRSF8",-0.942061674652639
"36","CCL22",-0.932652474666936
"51","CD274",-0.929681797423752
"275","THBS2",-0.866908203676861
"163","IL1R2",-0.857874696046189
"219","MUC16",-0.850279043191055
"224","NGF",-0.828950180590843
"118","GOT1",-0.767812559984942
"21","BST2",-0.754274566799645
"256","SELE",-0.753021341669818
"66","CLEC4A",-0.743959313809167
"164","IL1RL1",-0.704255709162292
"71","CSF1",-0.655644453789074
"17","BACE1",-0.634245282218048
"4","AGRN",-0.628295083321895
"318","YWHAZ",-0.625717652548246
"78","CST7",-0.621016497545355
"106","FGF23",-0.610813372183743
"10","APOE",-0.601324491488355
"69","CRH",-0.556623951476613
"235","PDCD1",-0.540720225287894
"140","IL10RB",-0.529268426184824
"74","CSF2RB",-0.526887242388139
"155","IL17RA",-0.525082244990895
"251","S100A9",-0.520612308684179
"285","TNFRSF13C",-0.519297599074413
"102","FCN2",-0.512774876979131
"175","IL33",-0.507269902143639
"288","TNFRSF18",-0.505700711347009
"246","PTN",-0.500856841381826
"194","KLK6",-0.48408366252006
"248","REST",-0.472105761406433
"270","TAFA5",-0.451332597761978
"40","CCL26",-0.436548897658068
"61","CD83",-0.43493579445006
"203","LTA",-0.413210420022649
"206","MDH1",-0.398314010263471
"228","NPY",-0.393961921755085
"286","TNFRSF14",-0.393667152582455
"161","IL1B",-0.392345684888817
"269","SQSTM1",-0.391628937234971
"39","CCL25",-0.390716801248774
"94","CXCL6",-0.38912781426531
"75","CSF3",-0.38457067525685
"178","IL36B",-0.38071746222784
"267","SOD1",-0.371814316326744
"98","ENO2",-0.360339171482954
"34","CCL20",-0.354749281511607
"12","AREG",-0.345980303259734
"240","PDLIM5",-0.343109665988205
"168","IL22",-0.330022367362644
"247","PTX3",-0.326615319653554
"205","MAPT",-0.322040088826035
"261","SLAMF1",-0.314452376376541
"32","CCL19",-0.310035337928518
"217","MPO",-0.303095103169705
"250","S100A12",-0.30021798970317
"165","IL1RN",-0.298868676644625
"53","CD3E",-0.296575340772978
"88","CXCL13",-0.295555991294526
"152","IL17B",-0.281374859635476
"308","UCHL1",-0.277755298631805
"158","IL18BP",-0.270238877442955
"201","LIF",-0.266681018861593
"89","CXCL14",-0.266407624660101
"179","IL36G",-0.264681979896369
"151","IL17A|IL17F",-0.263614965763359
"116","GDNF",-0.261477755042219
"49","CD200R1",-0.260200136885133
"237","PDGFA",-0.25934546420327
"243","POSTN",-0.25337049672674
"231","OSM",-0.250376108801244
"150","IL17A",-0.249848542896219
"132","IFNG",-0.237530582068148
"24","CALCA",-0.224340970097619
"130","IFNA2",-0.218694471269492
"196","KNG1",-0.217681356015082
"174","IL32",-0.217231804657194
"120","GZMA",-0.204413021195463
"8","ANXA1",-0.198047374655747
"215","MMP8",-0.195202922354034
"142","IL12B",-0.185752908146956
"254","SCG2",-0.179408920049153
"167","IL20",-0.176644566258805
"209","MICB",-0.1657288027506
"278","TIMP2",-0.159497415247317
"99","EPO",-0.152323480512739
"97","EGF",-0.150880235641511
"86","CXCL11",-0.150871094079828
"134","IFNL2; IFNL3",-0.143237509814705
"280","TLR3",-0.14131154049221
"170","IL24",-0.139525716733493
"47","CCL8",-0.136730911780249
"129","IFNA1; IFNA13",-0.135955351014704
"9","ANXA5",-0.132401626915
"136","IGF1R",-0.13203743024511
"281","TNF",-0.131650107867134
"173","IL2RB",-0.130894738351619
"133","IFNL1",-0.123713050348987
"91","CXCL2",-0.118774900562856
"62","CD93",-0.118562614823178
"153","IL17C",-0.115806357064211
"72","CSF1R",-0.112880195833007
"230","NTF3",-0.111073630070899
"176","IL34",-0.110644184611798
"245","PSEN1",-0.107402097072419
"19","BDNF",-0.105294163326481
"291","TNFRSF21",-0.103317630011134
"83","CXADR",-0.098994084990014
"274","TGFB3",-0.0923056041867055
"268","SPP1",-0.0886052779942268
"56","CD40LG",-0.0855463323263141
"249","RUVBL2",-0.0755289624721165
"154","IL17F",-0.0744641370592863
"238","PDGFB",-0.0740654174144682
"160","IL19",-0.0727364634058646
