"","name","coefficient"
"1","(Intercept)",-34.612961759443
"44","CX3CL1",-3.77838042615028
"5","AGRP",-2.97964167464764
"10","BMP7",-2.28621435361588
"136","SDC1",-2.21354855753959
"107","KLRK1",-2.0990818724167
"29","CD63",-1.93353905326187
"126","NPTXR",-1.87307754690841
"100","IL4R",-1.8491409146091
"145","THPO",-1.71202967655201
"21","CCL22",-1.70328623652079
"149","TNFRSF8",-1.68472927177927
"151","TNFSF11",-1.50810500924071
"67","GOT1",-1.38673010382225
"102","IL7R",-1.30932515621938
"54","FASLG",-1.2205844670729
"89","IL18R1",-1.21623195277876
"27","CD274",-1.18794418537291
"20","CCL21",-1.13219141510033
"80","IL15",-1.05624894764007
"59","FGF23",-1.05127115178335
"160","VSNL1",-0.997498979826716
"43","CST7",-0.959049082562665
"150","TNFSF10",-0.902982050572017
"93","IL1RL1",-0.882147647515582
"11","BST2",-0.879817396866189
"118","MUC16",-0.829522565164455
"92","IL1R2",-0.811465056600133
"94","IL1RN",-0.717065118616632
"143","TEK",-0.686107774196452
"3","AGER",-0.678893775271669
"144","THBS2",-0.67113731723834
"137","SELE",-0.606611801546164
"163","YWHAZ",-0.601202650256746
"39","CSF1",-0.561136647747566
"99","IL33",-0.534370841671453
"90","IL1B",-0.502268898742004
"41","CSF3",-0.497243385920044
"17","CCL19",-0.490719397402689
"141","SQSTM1",-0.45259534218249
"131","PDLIM5",-0.427163571067093
"135","S100A9",-0.413455184449418
"40","CSF2RB",-0.407074334532434
"23","CCL25",-0.405865622516258
"35","CLEC4A",-0.403751381037273
"123","NGF",-0.394914423928007
"38","CRH",-0.387724426269227
"55","FCN2",-0.367724419714661
"96","IL22",-0.354106817515693
"24","CCL26",-0.340293953969821
"31","CD83",-0.31776004514225
"134","S100A12",-0.308732182285479
"148","TNFRSF13C",-0.304848917750247
"142","TAFA5",-0.256865294702955
"83","IL17A",-0.253659643852689
"84","IL17A|IL17F",-0.22264131498281
"49","CXCL6",-0.204005964131248
"133","PTX3",-0.192705244113498
"106","KLK6",-0.180197909494782
"65","GDNF",-0.179973949863057
"19","CCL20",-0.171165056399161
"98","IL32",-0.165064510731551
"7","APOE",-0.153874817446515
"129","PDCD1",-0.119358411917796
"113","MAPT",-0.110165576948156
"46","CXCL11",-0.10703382278695
"48","CXCL13",-0.0929672130693783
"97","IL24",-0.0804666424536029
"28","CD3E",-0.0738160070334687
"127","NPY",-0.0707384872706147
"52","EPO",-0.0557902492319475
"6","ANXA1",-0.055225832536215
"72","IFNA1; IFNA13",-0.0319995870168048
"51","ENO2",-0.0297584266217561
"4","AGRN",-0.0285022695595918
"85","IL17F",-0.0173046582129753
"86","IL17RA",-0.0135848479465053
"8","APOE4",-0.00922195993047559
"73","IFNG",-0.00710620860410439
"34","CHIT1",0.0323385311513338
"47","CXCL12",0.0467647450319068
"78","IL13",0.0486409643504397
"76","IL12RB1",0.0503353570065276
"146","TIMP1",0.0503500286738818
"13","CCL1",0.0540961146198443
"114","MIF",0.0631495933108957
"87","IL17RB",0.0634108073210095
"112","LTA|LTB",0.0763376782641137
"162","WNT7A",0.0778772636074864
"26","CCL3",0.0843357894697529
"153","TNFSF18",0.0853704995309546
"18","CCL2",0.0891518907572744
"69","HAVCR1",0.105132801651631
"56","FGF19",0.114770767048126
"119","NAMPT",0.120892517347886
"115","MME",0.126025763999467
"30","CD70",0.130404113564424
"110","LCN2",0.130675125702896
"36","CNTF",0.140955210348206
"68","GRN",0.148760962691161
"53","FABP3",0.152408185241705
"139","SFTPD",0.176207424465805
"75","IKBKG",0.19821175581336
"116","MMP1",0.225597453393407
"104","KDR",0.255290970379403
"130","PDCD1LG2",0.31650895806672
"9","Aβ42",0.329409687278918
"154","TNFSF4",0.339285524852771
"108","LAG3",0.350140743161761
"64","GDI1",0.353036910597562
"79","IL13RA2",0.35971786898822
"22","CCL24",0.362328240909039
"16","CCL15",0.377126082495637
"140","SMOC1",0.382601295602312
"105","KITLG",0.387498451327423
"121","NEFH",0.390948845960237
"2","ACHE",0.40732675295202
"161","WNT16",0.420369379092707
"125","NPTX2",0.452940694842627
"57","FGF2",0.458897752124974
"164","pTDP43-409",0.471348043812656
"70","HBA1",0.502845588437976
"120","NCR1",0.512907709542339
