"","name","coefficient"
"1","(Intercept)",-26.1651716678919
"82","CX3CL1",-3.09437137180219
"5","AGRP",-2.56632285077479
"255","SDC1",-2.07077304080814
"195","KLRK1",-2.01865201671017
"20","BMP7",-2.00667639881611
"58","CD63",-1.85073336463396
"276","THPO",-1.83475927377817
"182","IL4R",-1.76202444428711
"51","CD274",-1.61845972271919
"227","NPTXR",-1.58056847729758
"35","CCL21",-1.54261264336708
"293","TNFRSF8",-1.51935378655108
"272","TEK",-1.45627872901829
"17","BACE1",-1.44487215231321
"189","IL7R",-1.44053421600348
"4","AGRN",-1.34482247504061
"36","CCL22",-1.34006511201051
"296","TNFSF11",-1.31590329740209
"159","IL18R1",-1.29991685323575
"314","VSNL1",-1.29335262762198
"295","TNFSF10",-1.22747614717347
"275","THBS2",-1.2189485049561
"3","AGER",-1.2057108687987
"101","FASLG",-1.1741705159334
"147","IL15",-1.15899122962638
"164","IL1RL1",-1.08932493307885
"219","MUC16",-0.992259348125117
"21","BST2",-0.988795629724071
"66","CLEC4A",-0.974046915477847
"140","IL10RB",-0.961008959139367
"10","APOE",-0.907182924193867
"318","YWHAZ",-0.899607415938303
"61","CD83",-0.897537660957821
"163","IL1R2",-0.887296189029154
"118","GOT1",-0.867329745379243
"224","NGF",-0.857736552488027
"288","TNFRSF18",-0.853557043842221
"78","CST7",-0.811637691902056
"106","FGF23",-0.75808592675291
"98","ENO2",-0.736597103455142
"308","UCHL1",-0.729782120141842
"269","SQSTM1",-0.700254949616843
"175","IL33",-0.698034571786923
"102","FCN2",-0.673198359046983
"235","PDCD1",-0.656814837143614
"246","PTN",-0.652968132146612
"251","S100A9",-0.64884190302306
"206","MDH1",-0.6321247799573
"40","CCL26",-0.631770079698901
"270","TAFA5",-0.611637001856575
"74","CSF2RB",-0.611315361031659
"94","CXCL6",-0.606707520081506
"194","KLK6",-0.596451796410895
"71","CSF1",-0.587795997936512
"285","TNFRSF13C",-0.587308920959587
"205","MAPT",-0.584845608223725
"34","CCL20",-0.5688347824499
"261","SLAMF1",-0.558927787520212
"286","TNFRSF14",-0.557166824548699
