"","Feature","Gain","Cover","Frequency"
"1","GFAP",0.284298206778552,0.0461122277595749,0.0280112044817927
"2","NEFL",0.133134873339243,0.0217103995154052,0.0177404295051354
"3","FABP3",0.102707478896851,0.0218274181557862,0.0130718954248366
"4","CCL11",0.0955173455264965,0.0372256945400479,0.0261437908496732
"5","TREM2",0.029121887995276,0.0180621713152895,0.0149393090569561
"6","pTau-181",0.0267518801835956,0.00713125361381095,0.00840336134453781
"7","CHIT1",0.0260712207561789,0.0202855254825298,0.0149393090569561
"8","CHI3L1",0.0151286774976232,0.020140973044412,0.0177404295051354
"9","IL12p70",0.0131465099702619,0.0278160191635232,0.0149393090569561
"10","AGRP",0.0117748906941129,0.0116743302403701,0.0140056022408964
"11","CD40",0.0116338531925284,0.0111649549822407,0.0102707749766573
"12","CRH",0.0111779188100879,0.00693163358021972,0.00933706816059757
"13","TNFSF15",0.0109409694305336,0.0135948126325064,0.0102707749766573
"14","HBA1",0.010392860029314,0.0243192268509596,0.0158730158730159
"15","VCAM1",0.0101271309386734,0.00679396459153611,0.0065359477124183
"16","IL5RA",0.00863689081897048,0.00903796910707894,0.00933706816059757
"17","GDNF",0.00792778004439718,0.0111856053305432,0.0121381886087768
"18","CXCL14",0.00727203267737482,0.00112888570720559,0.00373482726423903
"19","WNT16",0.00721118579991121,0.00194801618987307,0.00466853408029879
"20","CST7",0.00621845139805946,0.00348302541369531,0.0065359477124183
"21","CCL3",0.00540991924292463,0.0027120790770671,0.00373482726423903
"22","VEGFD",0.00536310701937411,0.0159214185412594,0.0140056022408964
"23","NPTXR",0.00508576618557598,0.00825325587158237,0.00840336134453781
"24","HTT",0.00476814499019748,0.00273272942536964,0.00466853408029879
"25","CSF3",0.00426638813939708,0.0183788099892618,0.0102707749766573
"26","Aβ40",0.0035573432012752,0.00105316776342961,0.00186741363211951
"27","HAVCR1",0.00351970295249883,0.0112957405214901,0.00746965452847806
"28","IGFBP7",0.00350969655730592,0.00459126077259836,0.00746965452847806
"29","CEACAM5",0.00343881199857332,0.00859742834329139,0.0065359477124183
