"","name","coefficient"
"1","(Intercept)",-18.6132871130125
"20","BMP7",-2.97779064984415
"82","CX3CL1",-2.8811284226139
"5","AGRP",-2.4804016766599
"276","THPO",-2.07163650726375
"272","TEK",-2.06389398294919
"35","CCL21",-1.97066858924463
"195","KLRK1",-1.94461045510219
"227","NPTXR",-1.67091510671438
"182","IL4R",-1.47120258652364
"58","CD63",-1.38747470702743
"255","SDC1",-1.23115434814142
"314","VSNL1",-1.22367680857872
"159","IL18R1",-1.17969042625976
"194","KLK6",-1.07082401320142
"51","CD274",-1.0625007345579
"189","IL7R",-1.05960890773207
"140","IL10RB",-1.05205349842583
"39","CCL25",-1.00572755788421
"275","THBS2",-0.966840491687752
"155","IL17RA",-0.954931835327929
"61","CD83",-0.954219168524376
"118","GOT1",-0.944392464772917
"36","CCL22",-0.932189095571917
"69","CRH",-0.905633613174424
"16","Aβ42",-0.904896907215296
"293","TNFRSF8",-0.897021024265685
"78","CST7",-0.890238823560935
"128","ICOSLG",-0.86474910641917
"296","TNFSF11",-0.860554531387992
"4","AGRN",-0.860051433598627
"120","GZMA",-0.850790734267326
"248","REST",-0.850261466470165
"40","CCL26",-0.816870913908889
"21","BST2",-0.81452235915522
"285","TNFRSF13C",-0.8126936157317
"205","MAPT",-0.794202529717453
"295","TNFSF10",-0.755888872091473
"175","IL33",-0.735249495713115
"158","IL18BP",-0.686154877118747
"106","FGF23",-0.661599482495131
"32","CCL19",-0.660431148100847
"186","IL6R",-0.645979477052588
"251","S100A9",-0.63975719006283
"224","NGF",-0.637588833960185
"74","CSF2RB",-0.627590894542764
"256","SELE",-0.600309962562606
"152","IL17B",-0.578657605588565
"318","YWHAZ",-0.577952352108498
"209","MICB",-0.55195601108808
"196","KNG1",-0.548146305582047
"303","TNFSF8",-0.546850076600125
"83","CXADR",-0.5379831486983
"102","FCN2",-0.520433498875752
"10","APOE",-0.520375432623214
"150","IL17A",-0.520326572836782
"219","MUC16",-0.519086170389952
"7","ANGPT2",-0.515000687644932
"237","PDGFA",-0.50783223204117
"270","TAFA5",-0.507710482823733
"94","CXCL6",-0.507180342233057
"147","IL15",-0.494253317477491
"17","BACE1",-0.487555932362424
"3","AGER",-0.486442503145774
"168","IL22",-0.483930195377602
"163","IL1R2",-0.46856229098364
"89","CXCL14",-0.465973422183619
"88","CXCL13",-0.463719050095937
"54","CD4",-0.462534569664006
"164","IL1RL1",-0.459318181375674
"268","SPP1",-0.455838431658609
"250","S100A12",-0.444674016300201
"132","IFNG",-0.436005749631626
"75","CSF3",-0.432922583535705
"90","CXCL16",-0.42829949041656
"171","IL27",-0.413166598267186
"240","PDLIM5",-0.408021123542413
"156","IL17RB",-0.401850253972059
"165","IL1RN",-0.383812179728387
"281","TNF",-0.380826826309977
"53","CD3E",-0.376692869495936
"136","IGF1R",-0.356816246595079
"56","CD40LG",-0.345165453354726
"178","IL36B",-0.337709956018308
"70","CRP",-0.334260055717874
"245","PSEN1",-0.332271258489652
"170","IL24",-0.32576741864843
"34","CCL20",-0.322234736878886
"99","EPO",-0.307240383373447
"231","OSM",-0.304426250206689
"206","MDH1",-0.300480264084584
"278","TIMP2",-0.297874107156253
"267","SOD1",-0.276328336897608
"47","CCL8",-0.255785321529134
"30","CCL16",-0.253575517207219
"235","PDCD1",-0.251857841662677
"109","FLT4",-0.238053517004415
"8","ANXA1",-0.236705852840837
"174","IL32",-0.236276813079799
"9","ANXA5",-0.227279330511346
"264","SNAP25",-0.224163008387346
"116","GDNF",-0.221455502059999
"84","CXCL1",-0.214735351082363
"97","EGF",-0.208087082929178
"133","IFNL1",-0.206039307895792
"286","TNFRSF14",-0.20397867999702
"172","IL2RA",-0.200398987568235
"62","CD93",-0.19988784557166
"134","IFNL2; IFNL3",-0.192994783603362
"181","IL4",-0.192912246145388
"98","ENO2",-0.18890740012409
"6","ANGPT1",-0.185895039942491
"71","CSF1",-0.180163826116873
"86","CXCL11",-0.179157184065451
"288","TNFRSF18",-0.174950377451467
"230","NTF3",-0.166287293048437
"161","IL1B",-0.157499203577373
"131","IFNB1",-0.156599568125303
"254","SCG2",-0.150863120428466
"31","CCL17",-0.150837191242537
"201","LIF",-0.147821732419399
"153","IL17C",-0.146042873810341
"73","CSF2",-0.141897692051696
"280","TLR3",-0.137819387792278
"247","PTX3",-0.13312538160085
"154","IL17F",-0.131983551598053
"49","CD200R1",-0.130478785215901
"19","BDNF",-0.128180746917142
"299","TNFSF14",-0.114409890798388
