"","name","coefficient"
"3","AGRP",-3.47808495364397
"107","KLRK1",-3.04644768381517
"97","IL4R",-3.00718533532562
"44","CX3CL1",-2.70223321078396
"29","CD63",-2.19263773422207
"142","SDC1",-2.18787354649733
"19","CCL21",-2.01413530856617
"159","TNFRSF8",-1.9173475315037
"9","BMP7",-1.80071354049341
"106","KLK6",-1.50315065407665
"102","IL7R",-1.47829643888554
"84","IL18R1",-1.43599071733966
"42","CST7",-1.35003869364791
"95","IL33",-1.32095305961996
"128","NPTXR",-1.30855697710203
"170","VSNL1",-1.29731231381728
"160","TNFSF11",-1.22768371004336
"149","TEK",-1.17485577285926
"139","S100A9",-1.14374758585126
"20","CCL22",-1.07129370729582
"10","BST2",-1.0091991259669
"153","THPO",-0.876766765427868
"122","MUC16",-0.853578366206823
"65","GOT1",-0.839977165743081
"57","FGF23",-0.82857795772828
"5","APOE",-0.820686046778588
"2","AGER",-0.808081500348871
"87","IL1R2",-0.794633853896069
"88","IL1RL1",-0.792984829426692
"131","PDCD1",-0.758093027180209
"143","SELE",-0.750557434870401
"155","TNF",-0.70716120041136
"113","MAPT",-0.678197357532545
"172","YWHAZ",-0.596337230793851
"89","IL1RN",-0.594245355299052
"148","TAFA5",-0.591904388789032
"137","REST",-0.590169651891281
"134","PDLIM5",-0.587247542043956
"100","IL6",-0.556611308674857
"23","CCL26",-0.55443891011276
"52","FASLG",-0.552405847081755
"22","CCL25",-0.518107458892986
"34","CLEC4A",-0.5053495065836
"152","THBS2",-0.499932824559894
"157","TNFRSF13C",-0.467489472411522
"71","IFNG",-0.401240418451053
"16","CCL19",-0.394300976843983
"49","CXCL6",-0.362406908537506
"63","GDNF",-0.344287057432231
"146","SNAP25",-0.343150021935696
"7","BACE1",-0.325186959968998
"36","CRH",-0.306878613694666
"147","SPP1",-0.295730492786328
"82","IL17RA",-0.278852290906074
"53","FCN2",-0.276173444423079
"85","IL1B",-0.271266593461274
"141","SCG2",-0.262711449466446
"39","CSF3",-0.237515037070219
"80","IL17A",-0.23740144577629
"38","CSF2RB",-0.21023865886834
"91","IL22",-0.19892938948228
"136","PTX3",-0.18680140696613
"81","IL17B",-0.171049312196753
"18","CCL20",-0.158194150313112
"114","MDH1",-0.143555044977724
"93","IL24",-0.136050351935638
"48","CXCL14",-0.132953311555987
"15","CCL16",-0.117288031703931
"138","S100A12",-0.0949302736264026
"45","CXCL1",-0.0878637299540742
"27","CD274",-0.0853244577349709
"28","CD3E",-0.0799227235074134
"4","ANXA1",-0.0607158361202534
"111","LIF",-0.0533169438691633
"70","IFNA1; IFNA13",-0.0492129341930192
"116","MICB",-0.0396815907315467
"101","IL6R",-0.0315520564512063
"26","CD200",-0.0199251510048509
"115","MICA",0.00306115792954889
"175","pTau-217",0.0140786897389192
"43","CTSS",0.0142405127089489
"169","VGF",0.0206873138203371
"94","IL2RA",0.0213847976534592
"33","CHIT1",0.0245555215301819
"130","PARK7",0.0277307121733828
"144","SFRP1",0.0298976255903591
"75","IL12RB1",0.037303672592626
"171","WNT16",0.0407132920044811
"51","ENO2",0.053471152959169
"8","BASP1",0.0557331314857328
"173","pTDP43-409",0.0645631318250323
"37","CSF2",0.0697130137288801
"40","CSF3R",0.0751607432878204
"151","TGFB3",0.0795600258102476
"47","CXCL12",0.0925976082006515
"30","CD80",0.114923696275721
"140","SAA1",0.123376793324802
"117","MME",0.149902869163151
"120","MMP9",0.161149389765568
"58","FLT3LG",0.173179868650666
"21","CCL24",0.174430742279564
"25","CCL4",0.19535458741079
"108","LAG3",0.229156446557688
"6","ARSA",0.233061032481513
"150","TGFB1",0.234638625653233
"110","LCN2",0.24521998406704
"77","IL13",0.245541189336246
"154","TIMP1",0.251969652729632
"72","IFNW1",0.255665674495275
"92","IL23",0.2623666992515
"73","IGFBP7",0.280174663761901
"133","PDGFRB",0.295466789129504
"98","IL5",0.300156746059234
"132","PDCD1LG2",0.303078847181179
"68","HBA1",0.3062782860602
"124","NEFH",0.323090484792026
"161","TNFSF12",0.334479908681013
"74","IKBKG",0.347996657552134
"67","HAVCR1",0.349230764431609
"55","FGF2",0.350160632790866
"14","CCL15",0.354024734583786
"119","MMP3",0.356738368333644
"121","MSLN",0.399071891556061
"174","pTau-181",0.413771301442645
"13","CCL13",0.428876551521517
"105","KITLG",0.438730951848452
"17","CCL2",0.440084643893669
"135","PGF",0.46313526995327
"54","FGF19",0.471883481081801
"59","FLT4",0.505818406597305
"66","GRN",0.506750385263444
"60","FTH1",0.542344096828537
"145","SMOC1",0.583684514905996
"76","IL12p70",0.612890847072915
"83","IL18",0.61920900728992
"126","NPTX1",0.632108634778483
"31","CEACAM5",0.668637907382471
"50","CXCL9",0.671112445224487
"112","LILRB2",0.682292441953046
"123","NCR1",0.708371650363813
"11","C1QA",0.710983040089755
"103","IL9",0.72188830067023
"61","GDF2",0.741554830076265
"24","CCL27",0.74493022682237
"104","KDR",0.748929231133352
"86","IL1R1",0.886649902283446
